bmi_<20,bmi_20-25,bmi_25-30,bmi_30+
AC125437.1,PPIAL4F,FAM74A7,AC108168.1
CCL14,PPIAL4A,SPATA31A5,LINC01966
AL450327.1,TRBV8-2,USP17L21,KCNC2
AL160237.1,AC102797.1,OR10G2,AC005911.1
TRAPPC6A,TRBV2,TRDV3,ADARB2-AS1
AC253572.1,TRBV1,USP17L26,HPR
VAV2,HAO2-IT1,USP17L5,C9orf139
ZNF19,AC090340.1,AC098869.2,AC013451.2
AL355472.3,PRM1,USP17L28,SH3D21
ALG13-AS1,PRM2,USP17L11,AL022397.1
AC026740.3,AC098587.1,USP17L12,LCT
ZPR1,AC009930.1,USP17L13,UBXN7-AS1
AL162385.1,AC024681.2,USP17L17,LINC02055
HIST1H3A,AC016074.1,USP17L29,AC005046.1
CHRAC1,AP005205.1,USP17L30,AL355674.1
RNF181,AL161638.1,AC108199.1,LINC02286
LINC02646,AC090753.1,USP17L23,AL358334.3
AC109361.1,SMR3A,USP17L24,LGALS2
KATNB1,AC096721.1,USP17L25,AC074031.1
ADGRE2,AC016383.3,AC095057.2,Z99916.1
HIST1H2AG,LINC02460,USP17L27,AC022296.4
WDR83,LINC02423,PDHA2,AC103855.3
SPRYD4,PRICKLE2-AS1,LINC00400,FEN1
PROK2,AL163974.1,ARHGEF38-IT1,AC068620.2
SEMA4G,AL355097.1,AC015818.7,LINC02087
AF131215.6,IQCF5-AS1,AC015818.4,AC021205.3
METTL14-DT,AF111169.1,AC010745.4,ANKRD30A
PGPEP1L,OR4D11,AC011497.1,GOLGA6B
COX10-AS1,OR4D6,AL603962.1,CENPN
AL158151.3,OR6Q1,Z98259.1,MME-AS1
AL138895.1,AC104211.3,PRAMEF2,AC016987.1
VASH1-AS1,IGLC6,PRAMEF7,AQP5
RINL,IGLV3-4,TRBV20OR9-2,BNIP3
AC107208.1,IGLV4-3,IGLV1-36,KIF18A
LINC00536,IGLV3-2,TRBV23OR9-2,SPINK1
AC006019.3,TRBV7-9,HNRNPCL3,PCP4
LEMD2,IGLV5-45,PRAMEF9,WNT5A-AS1
FBLN7,IGLV1-47,PRAMEF33,AC104653.1
AC006262.2,AC127459.1,AC243961.1,LRRC52-AS1
THAP10,TRBV28,AL137001.1,GHR
ZNF764,TRBV27,LINC00421,DNMT3L
LINC01290,IGLJ6,AC132825.2,PLEKHG5
BORCS8,IGLC5,LINC01072,NSG2
CAMK2N2,IGLV3-1,LINC01079,AL022476.1
NCKAP5-IT1,IGLC4,AL161638.1,Z99774.1
FAM216A,IGLJ4,RSC1A1,AC073316.1
PDGFRA,IGLJ3,TRBV22OR9-2,AC022424.1
PRDM6,IGLVVII-41-1,IGLV7-35,AC093516.1
CERS6-AS1,IGLVI-42,IGLV2-34,AL162425.1
ORC2,IGLV3-12,IGLV2-33,LINC02390
RNPEPL1,IGLJ2,IGLV3-32,AL133371.1
ST3GAL5-AS1,IGLJ1,IGLV3-31,AL583839.1
POU6F2,IGLJ5,IGLV3-30,FOXL2NB
NPIPB12,AL355102.5,IGLV3-29,IFNE
AC068987.2,AL121612.1,IGLV2-28,AP002358.1
GGACT,AL356017.1,IGLV3-27,HBG1
AC008026.3,PF4V1,IGLV3-26,AP001652.1
F2RL1,AP003465.2,AC120498.6,AC097105.1
AL357568.1,AC098825.1,AC245748.3,AC020922.2
CEP83-DT,AC009336.1,ATOH1,AC018529.2
AC018781.1,PDHA2,UTP14C,AC007179.2
GPR35,ATOH1,AL450423.1,MAB21L2
AP4B1-AS1,AP001180.2,PRR20A,AC244100.3
CNTD1,AP005229.2,PRR20B,TEX50
DUSP15,AP001120.2,PRR20D,AC055758.1
DEGS2,AC079384.2,PRR20E,NLRP6
ERO1A,ARHGEF38-IT1,AC007952.1,CCDC71L
AL355432.1,AC246787.2,AC098825.1,MTUS2-AS2
AFMID,IGLV2-8,LINC01074,LILRB3
HSD17B13,IGLV3-9,PF4V1,AC092966.1
POLE4,IGLV3-10,SMR3A,AC096586.1
LY6G6D,IGLV2-11,AC096721.1,AC116407.1
AC125494.2,IGHD4OR15-4B,AC098587.1,LEMD1
AL590652.1,IGHD5OR15-5B,IGLV4-3,AMDHD1
SMN1,IGHD1OR15-1A,IGLV3-2,AC090617.10
SAA1,IGHD2OR15-2A,IGLV3-1,WDR76
LINC00927,LINC00226,IGLJ1,PITRM1-AS1
LINC01127,IGHD4OR15-4A,IGLJ2,ATP1B3-AS1
MIR31HG,IGHD5OR15-5A,IGLV3-13,BEST3
AF127577.2,IGHV3OR15-7,IGLV3-12,OTP
ZNF576,IGHD3OR15-3B,IGLV2-11,LINC01626
SNHG4,AC116038.1,IGLJ3,AL606748.1
AC018557.3,IGKV2OR2-7D,IGLJ4,AC093732.2
ECM1,IGHV1OR15-2,IGLC4,AC062037.3
ZNF304,IGHV1OR15-9,IGLJ5,LUNAR1
RPL18,IGHD3OR15-3A,OR11L1,EPS8L1
C19orf47,USP17L28,IGLJ6,LINC00940
Z99916.3,USP17L29,IGLV2-5,ADRA2B
LIF,USP17L30,IGLV3-4,AL391422.4
AP1S1,USP17L4,LINC00254,CR392039.4
AL442125.1,DEFB105B,IGLC6,AC026746.1
RPL34-AS1,PRR23D1,IGLJ7,AC010883.1
AC080188.1,AC084121.11,AC092725.1,LINC01068
TSPAN32,AC135012.2,IL2,SIM1
AC036214.2,LINC00917,AC108206.1,TLR5
AC022215.2,AC108448.1,ANKRD63,LINC01063
SIX3,IGKV1-9,AC013356.4,AC009228.1
BCO1,IGKV2-10,AC009558.1,AC012409.3
AC079414.3,IGKV3-11,IGLC5,AL390961.2
AC007384.1,IGKV1-12,OR10T2,TRIB3
NUSAP1,IGKV1-13,AC025244.2,LMNTD2
AC010422.1,IGKV2-38,AL355102.5,CLDN1
HCRT,AC084121.12,AL163974.1,AC022079.2
AC009522.1,AC084121.6,AC107072.1,NXT1
ZNF287,AC100791.2,AL355097.1,DPPA3
Z97832.2,IGLV1-36,LINC01216,ARL11
PSMG4,IGLV5-37,AL157955.1,TUB-AS1
PCED1B-AS1,AL929601.3,AL021940.1,AC080013.5
SHANK1,AC007631.1,AL513013.1,LINC02387
AL157392.4,IGKV2-14,RFPL4AL1,LINC01672
LINC02449,IGLV2-34,AL591504.1,AC120024.1
BMP3,IGLV7-35,AL022312.1,AC008742.1
LRRD1,MRGPRG-AS1,AL451067.1,AC008060.2
AC093642.7,SSU72P5,PIGY,TICRR
CACNB3,OR51A7,LNCPRESS2,AC074212.1
EDRF1-AS1,OR51T1,LINC01218,AC007250.1
INTS13,OR51F2,AL357558.1,AL354897.2
NFYB,IGKV3-15,LINC01523,BX005040.1
NUBP1,IGLV5-48,AL049541.1,AC005343.4
AC100793.3,PRAMEF17,OR1D5,CD200
UMODL1,SALRNA1,IGLV3-9,AC067751.1
ALG3,CRYGC,IGLV2-8,LINC00167
AC093249.2,AL121796.1,IGLV3-7,MOGAT3
AC112487.1,USP17L21,IGLV3-6,LINC01823
WNT5B,AC025265.3,VN1R4,ADORA2A-AS1
AC012313.7,HNRNPCL3,OR1L1,AC008397.1
TMEM35B,AC015468.1,OR1L3,LSMEM2
HIST1H2BG,AC015468.2,AC018685.1,PPP2R2B-IT1
AC006449.3,LCE1D,AL356361.2,LINC02716
MCTP2,LCE1B,AL391832.3,AC144521.1
LINC01339,LCE1A,SPATA31E1,NUDT10
AC069228.1,LCE6A,AL606534.3,ACSM4
ATP2A1-AS1,IVL,SPATA31D4,AC079790.2
AC093567.1,SPRR5,RNF225,AC011897.1
CORO7,AC016903.1,AL117348.1,AC015726.2
AC093726.2,OR5K3,AL691426.1,BMPR1B-DT
AC011472.4,OR5K4,LINC01728,AL137186.1
YEATS2-AS1,AC108199.1,IQCF5-AS1,AL500522.1
STAM-AS1,IGKV3-7,AL121796.1,CYP8B1
BPGM,IGKV1-6,AC147067.2,AC113139.1
AC044798.3,IGKV1-5,AC093763.1,AL158151.2
AC087286.2,IGKV2-4,USP17L18,AP002439.1
AC007066.3,AC005050.2,USP17L19,LINC01054
PROM2,IGKJ1,USP17L20,AC009630.2
FLT3,IGKJ2,GCSAML-AS1,DEFB135
AL121820.1,IGKV1-16,OR14A2,CYP1A2
AC007193.2,IGKJ4,AL159990.2,PCSK6-AS1
AL139807.1,IGKJ5,AL159990.1,CU638689.5
AC023509.3,IGKV1-8,OR2T35,LINC02657
RFX5,AC012572.1,OR2T27,PRRX2-AS1
PEX12,FAM138F,CTSG,AC010857.1
NPPB,IGKV7-3,AC091117.1,LINC01553
AL512643.2,AC241644.3,AL450990.1,AL049835.1
GLIS1,IGKV2-18,OR5C1,AC124242.1
EFHD2,IGKV2-19,OR1K1,AC087276.3
RPA4,IGKV3-20,AL669970.2,LINC01140
FAAP100,IGKV6-21,AL157402.1,LINC01920
AC005034.5,IGKV1-22,AC244035.2,AC002398.2
AL356489.2,IGKV2-23,AL359091.3,CLEC1A
JPH2,IGKV2-24,IGLV3-10,LINC02808
AL442003.1,IGHD2OR15-2B,RPL10L,AC116611.1
AC084824.3,AC074290.2,AC012055.2,HIST1H2AG
AC006270.1,AC026765.4,LINC02382,ZNF687-AS1
NSDHL,AC009804.2,OR1J4,MYO5B
ERI1,AC097451.1,AC079858.1,CLEC3B
RPP38-DT,AL583722.4,AC106872.9,AC109927.2
TNFRSF1B,AC095057.2,AC097467.1,AC018814.1
AL024495.1,AC084121.8,AL031676.1,AL353997.2
GPR61,IGKV1-37,AL162427.1,SERPINA12
AC145625.2,IGKV2-36,AL590381.1,KCNMA1-AS2
FAM83G,IGKV1-35,LINC01505-1,AC084125.1
AC010320.3,IGKV3-34,AL160004.1,MC2R
MLLT11,IGKV1-17,CGB3,AL353752.2
TSPO,IGKV1-32,CGB1,AC123768.1
ST3GAL4,IGKV3-31,CGB8,AC104350.1
DDX28,AC083841.3,AC105275.2,AC233976.2
LINC01268,IGKV2-29,AL161908.2,AC022733.1
AL365203.2,IGKV2-28,AC074254.1,AC068473.5
NDOR1,IGKV1-27,MBD3L2,AC125616.1
AC005280.1,IGKV2-26,MBD3L5,AC097015.1
AC020930.1,AC100871.2,CTAG1B,TCAF2C
TRBV26OR9-2,SLURP1,AC079171.1,TAS2R38
LINC01768,AC108002.1,AC099786.2,AC090023.1
EAF1,CYP11B2,AL353651.2,AC087257.1
TMEM42,IGKV2-30,KRTAP20-3,AL589986.1
NDUFB9,AC084121.7,IGHV1-67,OR12D2
AC104964.1,AC084121.5,KRTAP20-1,AC084781.1
AL359643.2,AC084121.13,AC108747.1,AC131956.1
AC104383.2,DEFB106A,LINC01839,LINC00353
SAC3D1,AF233439.2,AF015262.1,AC215217.1
GBA2,DEFB4A,GAGE12D,AC008243.1
AC011330.2,HOXD13,GAGE12C,AP000757.2
HLTF,HOXD12,GAGE12B,HIST2H2AA3
BTBD11,HOXD9,BMP15,TGFB3-AS1
CAMP,AC013733.2,KRTAP20-4,DERPC
PPP1R35,AL049569.2,KRTAP6-3,AC104453.1
FAM226B,CU104787.1,AC116612.1,AC104462.2
HIST2H4B,OR11H1,KRTAP15-1,AL122010.1
ZNF761,AC233992.1,KRTAP13-4,AC099509.1
AC005550.2,AP000812.4,KRTAP13-1,GFRA4
TNS3,HIST2H3A,MAGEA9B,AL353658.2
PRPF4,AC135068.8,HSFX3,RNF223
RASL10B,AC135068.7,AC231656.1,AC106706.1
ZNF574,IGHD1OR15-1B,CSAG2,AC079054.1
AC078795.1,AC008125.1,AL359258.1,AC104071.1
FBXO48,AC010177.1,FO393408.1,AC006372.2
AC023469.1,OR6S1,CXorf51A,HOXC9
AC007614.1,RNASE12,SPANXN3,LINC02186
PTRHD1,AP005233.1,SPANXD,AL139081.1
UPF3B,AL591178.2,SPANXC,AC008869.1
DNAJC9-AS1,AF067845.4,MAGEA6,LINC01960
CCDC154,SLIT2-IT1,MAGEA2,MTRNR2L13
GRAP,AC098869.2,AL358215.1,AP001372.3
ANKRD62P1-PARP4P3,AC096734.1,GAGE12F,LINC01014
NAIF1,AC105389.1,AC245177.1,FAM71B
AC005921.2,AC068944.1,CENPVL1,AL161781.2
AC053503.5,AP000439.3,AL691459.1,LINGO1-AS2
AL157395.1,AC010183.1,AP001042.2,AC093426.2
AC006946.2,LRRC30,AC012317.1,AL445070.1
UPB1,LINC02514,AF111169.1,KRT14
AL157902.1,AL162151.1,LINC02329,AC017006.1
AC125494.1,AL109767.1,IFNL2,AC025048.7
ABHD14B,LINC02295,AC025277.1,SHISA3
LINC00514,AC073632.1,AL161638.2,AC093627.7
MCHR2-AS1,USP17L8,AC092265.1,AC093154.1
AC211486.2,AC098649.1,AL020996.3,HOXC8
AL096712.2,LINC01912,AL031386.1,AP001628.2
TXN2,AC140658.2,OR13H1,CCL15
AC022382.2,AC073409.1,CXorf49B,AC008443.2
AL359878.1,AC096736.2,KLF18,AL121757.3
AC079174.2,AC026470.3,AC092132.1,AP001554.1
AC092650.1,AC023824.1,HYPM,APOBEC3B
AL645608.2,AC018558.2,MAGEB5,LINC01639
AIF1,IGLV1-44,MAGEB6B,AC003070.1
PLCG1-AS1,TP53TG3,DUSP21,AC018511.2
AC137894.3,AC136428.1,FAM47B,NPM3
SMAP2,AC141257.1,AL162400.2,AL355490.2
LINC01128,AC141257.2,TMEM212-IT1,RP1L1
ATXN1L,AC138869.3,SALRNA1,FBLL1
AL161756.1,AC138869.2,GAGE12E,GABRG2
PROCR,AC135776.2,AL662864.1,OR1M1
MYRF,AC018558.3,FAM236A,AL033528.2
ACSM4,DEFA1,FAM236C,AL023581.2
MON1B,AC134978.1,AL929472.3,AL139407.1
SLC7A6,AC044873.1,XAGE1A,AC022211.3
GFRA2,AC106730.1,AC119428.1,AC093928.1
AC008056.2,AC104561.3,GAGE12H,THAP7-AS1
AP003392.5,IGLVIV-53,GAGE12G,CD44-AS1
KANSL3,AC012157.3,DSCR10,AC092071.1
AC099560.1,AC023301.1,TRAJ49,EFCAB12
JMJD7,DEFA1B,TRAJ50,AC079117.2
ASPG,IGLVI-38,TRAJ31,S100A8
ZBTB24,IGLV3-30,TRAJ13,PALM3
TAF9B,IGLV3-29,TRAJ14,ST8SIA6
AL353708.3,IGLV2-28,TRAJ16,MIPEP
AC023908.3,IGLV3-27,TRAJ17,AC021660.4
CYP51A1-AS1,RTP3,KRTAP22-1,LINC02223
NANP,IGLV3-24,TRAJ19,AL109936.2
AC002553.1,IGLV2-23,TRAJ21,LINC01700
AC022148.2,IGLVVI-22-1,TRAJ5,AC116362.1
LIMD1-AS1,IGLV3-22,AC138907.3,RORA-AS2
AL133216.1,IGLV3-21,AC138907.1,AC012413.1
FAM24B,IGLV2-33,TRAJ23,AC087439.2
AC093675.1,IGLV3-32,IGLCOR22-1,CARD8-AS1
PP2D1,IGLV3-31,Z83839.2,AC087683.2
EBF1,IGLVI-63,TRAJ18,AL591178.1
FES,DEFA4,IGHV3OR16-8,AC092745.1
AC107214.2,PRR23D2,IGHV1OR16-4,KIF27
AL157400.4,AC134684.8,AC142086.4,AC004775.1
TRAPPC2B,AC134684.11,IGHV3OR16-10,AL121829.1
CATSPER3,USP17L3,AC023824.4,AL096678.1
AC132938.1,IGLVIV-64,TRAJ32,AC066612.1
FAM160A2,IGLVIV-65,TRAJ35,ZNF468
CCDC51,IGLVV-66,TRAJ36,AC008073.2
LRRC73,IGLVI-70,TRAJ48,AP003110.1
TXNRD3,IGLV10-67,TRAJ38,AL158070.1
ITFG2-AS1,DEFA6,TRAJ39,TIE1
ITPK1,AC026950.2,TP53TG3F,AP000439.2
TRMT10B,IGLV3-25,TP53TG3B,AL392183.1
AL360020.1,IGLVVI-25-1,TRAJ41,AC110716.2
KLC3,IGLV3-26,TRAJ43,AC063960.1
NYAP1,IGLVI-68,TRAJ44,AL139327.2
AC015802.6,IGLV4-69,TRAJ45,AC114498.1
AL031283.1,IGLVIV-66-1,TRAJ37,AC103808.3
CD79A,AC018865.1,AC093871.1,AC104260.1
AL358072.1,FAM138A,FGFBP1,LINC01938
KLF2,KRTAP10-5,AL132855.1,AC027329.1
AC015813.4,TSPY9P,TRAJ2,AC116609.3
LINC01116,RBMY1E,TRAJ3,LINC01683
AC004253.1,AL592464.2,TRAJ4,AL121809.2
PIAS2,AL592464.1,AP000855.1,AL022238.3
AL356108.1,MAGEA2B,AP000431.1,AC005837.1
AC009812.1,CSAG3,AL022314.1,PDGFB
CHST14,TTTY12,TRAJ7,AC103853.2
DNAAF2,OR4F16,TRAJ8,AL359258.2
NLRX1,KRTAP12-1,TRAJ9,AC245140.3
AIM2,VCY1B,TRAJ10,AL355334.2
AC100832.2,AC090099.2,TRAJ11,WNT5A
AC010173.1,TTTY21B,TRAJ12,AC114284.1
CCDC36,AL353651.1,TRAJ1,AL356608.1
NAT14,IGHV3-32,AC092442.1,AL031775.2
AC004969.1,IGHVII-28-1,TRAJ6,U91328.2
GLE1,IGHV4-28,Z82246.1,MYL9
TNFAIP3,IGHV7-27,AC127459.1,LINC01496
LINC02687,TTTY1B,AC130456.4,LINC01678
AC027277.1,TSPY2,CT47A5,LINC00348
AC008443.4,TGIF2LY,TRAJ24,AL596247.1
AP003392.3,TTTY7,TRAJ25,HOXA3
AL137027.1,OR1D5,TRAJ28,GJB7
AF131215.3,GPR148,TRAJ29,MEIS3
Z99127.1,TTTY6,IGHV3OR16-9,AC097358.2
MDC1,TTTY5,IGHV1OR16-3,LRRN4CL
AC123023.1,RBMY1F,IGHV1OR16-1,AC004854.2
OR2B2,AC007359.1,IGHV1OR16-2,SOX5-AS1
DEFB118,TTTY4C,IGHV3OR16-6,LINC02446
LINC00838,BPY2C,IGHV3OR16-15,AC020656.1
AC114741.1,TTTY8B,IGHV2OR16-5,GRB7
USH1G,IGHV3OR16-7,FP475955.2,AC004947.3
AP002336.3,LINC00273,AL050303.1,PCSK9
AL596442.1,FP325313.3,TRAJ30,AC008507.5
AL691515.2,LINC02184,TSPY8,AC018695.4
AC025887.1,IGHV3OR16-11,AL391845.1,AC005482.1
CR559946.1,AC108865.1,OR4F16,AL136234.1
AC012558.1,AC108865.2,OR4F29,AC090651.1
AL135785.1,AL683887.1,FAM138A,AC017028.2
TSSK2,DEFB105A,AC141272.1,AC003950.1
IGFL1,AC124301.1,AC136616.3,DLG5-AS1
AL162424.1,MAGEA1,IFNL1,AC092979.2
SIX2,MRGPRX4,AC233755.1,AC010980.1
ZPBP2,AP005057.1,AC233755.2,SORD
TUBAL3,CETN1,TTTY17B,AC087468.2
DINOL,AC019183.1,AC007359.1,AC080013.4
AC003001.1,OR4F29,RBMY1E,AC006478.1
AL161719.1,TSPY8,AC133551.1,AL356218.2
DAZ4,TSPY4,AC136612.1,P3R3URF
LINC00517,AL391845.1,TTTY19,IL17C
AC096543.2,AC171558.3,IGKV4-1,AL035706.1
AC068295.1,AC233755.1,IGHV3OR15-7,ADAMTS20
LINC02084,AC233755.2,IGHV1OR15-2,AC026725.1
AL035696.4,AC141272.1,IGHV1OR15-9,IFRD1
AC108733.1,AL645608.8,AL512357.2,AC078820.2
CLEC12B,AC133551.1,LINC00226,RNF222
IGFBP1,AC136612.1,AL133493.2,SRGAP3-AS4
AC025576.2,BPY2B,LINC02152,AL157996.2
LINC02783,TTTY17B,AC007223.1,AC006296.1
AL645941.1,TTTY17A,BX005132.1,LINC00385
AL591212.1,AC008175.1,AP001476.3,AC025253.2
OR2AP1,RBMY1J,IGHD1OR15-1B,AC025271.2
AC011752.1,TTTY6B,IGHD2OR15-2B,BX546450.2
LINC02272,AC136616.3,IGHD3OR15-3B,AL606760.1
AC016595.1,TRBV7-4,IGHD4OR15-4B,LINC01943
AC106771.1,TRBV5-4,IGHD5OR15-5B,AL157936.1
AC108482.2,TRBJ2-3,IGHV1OR15-1,C1QTNF9
DMRTB1,TRBJ2-4,AC010760.1,AP001631.2
AC024884.2,TRBJ2-5,AC022336.2,LINC02383
BX927359.1,TRBJ2-6,FAM197Y7,FNDC8
AC005609.2,TRBV6-7,TTTY20,AP003065.2
AL353689.2,TRBV7-6,TTTY8B,AC012313.2
AC003986.1,TRBV5-6,Z98747.1,CD79B
AL391863.2,TRBV6-8,AC171558.3,AL590138.1
C1QTNF5,TRBV11-1,CSAG3,AC005086.2
CD40LG,TRBV12-1,PRAMEF6,OR13C4
AC008652.1,TRBV10-2,IGKV1OR22-1,NEK2
AC104051.2,TRBV11-2,TTTY12,AC027682.5
AC005307.1,AC092725.1,IGKV2OR22-3,FCRL1
AC034234.1,IGLV1-40,IGKV2OR22-4,BX072579.1
AC005674.1,AC245452.5,IGKV1OR22-5,COX6A2
Z97652.1,IGLV11-55,OR1F1,LINC01907
AP005357.1,OR4S1,IGHD5OR15-5A,PRR7-AS1
KRT16,OR4X1,AC093525.5,FAM169B
AC121334.4,AL133343.1,AP000532.2,LINC02183
IGLC2,AL135746.1,AP000534.1,AC096576.3
AL121901.1,AL352955.1,IGKV3OR22-2,LINC01694
AP003715.1,TRBV12-5,TTTY7,FOCAD-AS1
AC120498.8,OR2A2,OR8B12,C19orf84
AC007448.3,OR2F2,REG1A,SGCA
AC093904.1,TRBV26,REG3G,RESP18
AL357075.3,TRBVA,AC092660.1,MSLNL
SEMA5A-AS1,TRBV25-1,OR8B4,LINC01922
AC091393.2,TRBV5-5,OR10S1,AC242988.2
ARMC12,TRBV7-5,OR6T1,PI16
SPIN2B,TRBV6-6,FAM197Y6,AC010163.1
TTLL12,TAS2R39,OR6X1,LINC02148
LINC00663,TRBJ2-7,RBMY1B,LINC02290
LINC02465,TRBJ1-3,RBMY1D,NAV2-AS2
LINC01579,TRBJ1-4,TTTY9B,ATP8B3
AC004257.1,TRBJ1-5,FAM41AY2,LINC02479
AC092329.4,TRBJ1-6,CDY2B,AP000802.1
SOD2-OT1,TRBJ2-1,AC010723.1,SLC4A9
TMEM256,TRBJ2-2,VCY,AC092604.1
CCDC71L,TRBJ2-2P,OR6M1,RFESD
ZCCHC17,OR8K1,BPESC1,EXOC3L2
AL356441.1,OR5D13,SPANXA2,AC009063.2
LINC02680,OR5D14,CXorf51B,TBX18
TRIM58,OR5L1,GPR50,AC069120.1
AC010504.1,OR5D18,PRAMEF19,AC068442.1
TRIM73,OR5L2,AL355994.3,AC018695.2
MAST4-AS1,OR5D16,AC008738.7,AC095350.1
DPM2,TRBV6-5,OR7C2,L1CAM
AC007823.1,TRBV12-2,AC246787.2,TCF4-AS2
AC025810.1,GATA6-AS1,HNRNPCL4,DNAJC28
FZD4-DT,LINC02329,PRAMEF26,AC005479.1
TUT1,AC009061.1,AC245056.1,AC006004.1
WDR62,AL135960.1,HNRNPCL2,AC055839.2
AC005479.2,AC022915.3,PRAMEF27,AC004877.1
AC090692.3,AC092138.1,TGIF2LX,MIR3976HG
AC099343.4,OR8U1,SERPINA4,AL353709.1
ADA,AC091588.1,AC018450.2,AC093422.2
AC078929.1,GUCA2B,PRAMEF13,AC010245.1
CD96,OR8K3,GUCA2A,AC011476.3
AC023510.2,OR5T3,AC119676.1,HABP2
RETREG3,OR5J2,AC100836.1,SREBF2-AS1
ZNF860,OR8H3,OR5H15,CD2BP2-DT
AC004908.2,OR8I2,OR5AC2,LRRC61
ADPGK,OR5AR1,AC087463.2,LINC02053
AC007881.3,AC027449.1,GSC2,AC116158.1
SLC25A20,TRBV24-1,IGHV4OR15-8,AC080038.1
AC092338.2,TRBV29-1,PISRT1,LTA
SAMD9,PRSS1,AC087463.3,IGBP1-AS2
SMIM2,TRBD1,POTEB,SAMD1
RAB11B-AS1,AC104365.2,AC134981.1,AC010998.2
LINC02166,DEFB130A,AC135068.2,AC092114.1
AP000265.1,AL031429.1,AC135068.9,AL078602.1
C1orf116,LINC02565,AC135068.8,AC005972.3
OTOP3,AC026462.2,AC135068.7,TGFB2-AS1
LRRC8C-DT,AC023394.1,IGHV1OR15-4,TNFSF11
ZNF837,AC007336.2,IGHV1OR15-3,AC020910.5
LRRC47,AC105105.3,OPN1MW3,LINC02786
Z97055.2,LINC01758,AC011474.3,TRPM5
HES4,AL390243.1,AC011525.2,LINC01186
AC009283.1,AC048387.1,AC008794.1,Z98749.1
TFR2,OR4A47,PLA2G2E,AC022784.1
LATS2-AS1,AC023442.2,AL139254.1,AC112187.3
AKR1B1,AC105343.1,AC117422.1,C5orf60
LINC00599,AC019159.2,LINC02295,AC107294.1
C20orf203,AMY1C,PLSCR5-AS1,CDC25C
AL365361.1,NBPF6,KRTAP10-7,AC011139.1
AL031123.5,AL390038.1,AC009121.4,CLDN34
AC002542.6,IGLJCOR18,KRTAP10-12,HTD2
CD2BP2,AC018931.1,KRTAP12-3,AL133467.1
AC093326.1,AL512357.2,KRTAP10-11,OXCT1-AS1
CMC4,AC034229.3,KRTAP10-10,TMEM72
RASGRP2,AC092336.1,AC087190.3,AC096669.1
AC098487.1,AC025773.1,KRTAP10-9,SGCZ
C1orf174,AC099552.3,KRTAP10-8,PPP1R2B
HMOX2,AC093726.1,AP001615.1,KRT34
TOGARAM2,AC109136.1,AP006748.2,CBLN1
CELA2B,ELOA3B,H2BFS,AL132656.3
RFPL3S,AC110288.1,CRYAA,AC139887.4
MPI,OR4C13,AL135746.1,AC080188.1
AC007879.3,OR4B1,AL352955.1,ABCB5
TOB1-AS1,OR4X2,AL109767.1,AC025287.2
NUP37,VPREB1,AL162151.1,ASIC4
ILVBL,IGLV1-62,AC011518.1,AL139385.1
SLC24A5,IGLV8-61,LINC01784,AC018521.7
AC011483.1,IGLV4-60,PRAMEF8,ACSM5
TMEM143,IGLVIV-59,CTAG1A,AL158840.1
SH3BP5L,IGLVV-58,FAM223A,AC004832.5
INO80C,IGLV6-57,F8A2,IGHGP
LINC02777,IGLVI-56,H2AFB2,AC083862.2
PDE7B,AC078851.1,MAGEA2B,LIPN
PLGLB1,OR4A16,MAGEA1,PTPRC
CPNE8-AS1,OR4A15,HNRNPCL1,LINC02487
AC044839.1,OR4C15,OR5K3,ARHGAP11B
CLIP1-AS1,TRBV22-1,OR5K4,AL139384.2
DGAT2L6,TRBJ1-2,SSTR5,AC078962.4
BX322562.1,TRBJ1-1,AC009041.3,AC114980.1
AC091096.1,OR52W1,AC007731.2,AL121989.1
LINC02576,AC027343.1,IGHV2-70,AC011933.2
AL360181.2,IGKV2OR2-10,IGHV1-69D,AC012511.2
PLIN5,IGKV1OR2-9,TP53TG3C,AP000322.1
AC108690.1,LINC01017,TEX13A,AL139287.1
AC008467.1,AC103681.1,CT47A10,NKX2-2-AS1
AC009262.1,TAF11L7,CT47A11,TMSB15B-AS1
SLC10A3,AC106774.4,CT47A12,LINC01861
AC068620.2,AC104389.2,AC008162.2,AC006333.1
FASTK,OR52J3,PPIAL4D,INHBE
RNASEL,AC011718.1,PPIAL4E,LINC02586
TNFRSF12A,AC021713.1,CT47A6,RIPPLY1
DCLRE1A,SERPINA4,TEX13B,LINC00678
AL357153.1,AC010768.4,IGHVII-51-2,PKP4-AS1
TAL2,TAF11L8,IGHVIII-51-1,SLF1
LINC02790,AC004920.1,IGHV5-51,PRKG1-AS1
AC104790.1,AC015911.5,IGHV3-50,PCARE
ENO2,CCL11,IGHVII-49-1,AC005921.4
AC012640.4,CCL13,IGHV3-49,IGFALS
AC025871.3,IFNA10,IGHV3-48,AC108704.1
AC011445.1,IFNA16,IGHVIII-47-1,MARVELD3
AP003396.5,IFNA14,AP000550.2,C1orf232
AC009948.2,OR2S2,IGHVII-46-1,AL359502.1
L3MBTL4-AS1,AC087190.3,IGHV1-46,AL133297.2
CNDP1,AC007223.1,IGHV1-45,FAM131B
INTS5,LINC02152,IGHVIV-44-1,MAGI1-AS1
RELA-DT,IGKV1OR9-2,IGHV3-53,KREMEN2
POLR3C,AC009121.4,PRICKLE2-AS1,HSD11B1
NCOR2,TRAJ14,AC244250.1,STK31
SPSB4,TRAJ13,AP000552.4,AL157884.2
