earlyAD,lateAD
H3F3A,ATM
INF2,AIDA
HNRNPU,ARHGAP9
RGL1,CD302
UBASH3B,MCTP1
GRAMD1A,NBEA
NCOR2,GAS7
AL118516.1,AC079015.1
LINC01001,IL15
PGAM1,HSP90AB1
SORBS1,CYTH1
UBC,DARS
CBWD1,KDM6A
CERNA2,AL392172.2
ZFAS1,PSTPIP1
DICER1,PLEKHA1
GNAS,MTRNR2L8
HSPH1,PLXNC1
VDAC1,ASAP1
ZFAND3,AC131944.1
AC084871.1,RPS6KA3
YBX1,SCRG1
HLA-DQB1,NFIL3
PLSCR1,DENND4C
AC083862.3,MT-ATP8
DNAJB6,RFX3
EIF1,CPEB3
MT-CO3,SDCBP
IL1RAP,AC106865.2
SLC5A3,LINC00578
DDIT3,PDGFB
AL078604.4,CLEC2D
MSN,TUBA1B
PPME1,TBXAS1
MERTK,P4HA1
UBE2J1,TSIX
FLVCR2,AC105402.3
KIFC3,CD9
EPB41L3,MYBPH
ZNF469,METTL7A
PFKFB3,FER
ITGB3BP,ASCC1
NME2,ENO1
ARHGAP26-AS1,SLA
PNLDC1,MRPS6
RAPGEF1,CLEC1A
CTSL,PPP3CA
SCARB2,TMBIM6
ANKDD1A,HK2
FERMT3,PLCL1
CLEC2B,ITPKB
ARHGAP31,ARHGAP31
PVT1,SHC3
RASA3,SAMD1
SYTL3,MEGF9
SH3RF3,AP1G2
NIBAN2,GBE1
PTPN7,CTTNBP2
PDIA4,KCTD12
SLC2A1,NCOA3
PLAUR,SLC30A8
ATP13A3,EPB41
RTN4,SEPTIN7
CSNK1A1,DPYD-AS1
H3F3B,AGPAT5
TUBB,XYLT1
KDM3A,E2F3
FMNL1,DOCK5
SERPINB6,FGR
GK,CLASP1
CACYBP,PLEKHA5
WSB1,SLC44A2
DNAJC5,PGK1
FGR,TNS1
BHLHE40,PTMA
JUND,PELI1
ARID5B,STK32B
RGS16,GYPC
WNT5A,AMN1
PXN,LIMS1
CCL2,CEP350
PLK3,RASA2
TMEM51,CEBPD
LIMS1,ERO1A
CD81,RTN3
ACTG1,BNIP3
RPS18,SLC29A1
RAN,CTSB
FAM210A,ADORA1
ARPC2,SLC9A7
USP15,FTX
TCP1,RASGEF1B
MYDGF,SIPA1L1
GATM,SH3RF1
SLC39A1,EYA2
TMSB10,EAF2
ACER3,PGM1
RNF145,ELF1
PGS1,AC069277.1
WDFY3,CDC42EP3
NUP210L,CCNH
SNX3,MAD1L1
IFI30,VIM
MGAT5,RNASET2
RPL10,TTC3
SYNE3,SAMD4A
ICAM1,GNG2
TOM1,INF2
HEG1,HSPB1
RPL10A,AEBP2
ITGB2,ATP8A1
SF3A3,CPNE5
S100A11,MAP3K2
TMIGD3,SLC5A3
HYOU1,CAPG
APMAP,LGALS1
PDPN,MSN
ALCAM,CASK
FCER1G,C20orf194
MRPL18,TBL1XR1
CDK2AP2,PRKAG2
CCT6A,PRKACB
GRIK1,CPNE8
U2AF1,PHC2
SAT1,MED13L
AC011933.4,BBX
NUP62,FAM117B
GUK1,DYM
PPP1R14B,PTEN
COLGALT1,NFKBIA
BID,FRMD4B
PHC2,CHST15
NR4A3,OGFRL1
R3HCC1L,AKR1B1
SQSTM1,ZBTB1
RASSF2,MXI1
BASP1,SOAT1
GPNMB,RABAC1
ATP1B3,FCHO2
PARVG,HOPX
CTSZ,CD163
INSIG2,STEAP3
SPATA6,SMARCD3
TRABD,SAMSN1
ASAP1,JPX
SIGLEC9,AL357992.1
SEC14L1,LGALS3
RANBP2,AC068587.4
EDEM1,CPVL
CTSD,TRPS1
CD276,C1orf162
HNRNPA2B1,TTYH3
NFIC,TSHZ3
ARL6IP4,PTK2B
VSIG4,PDE3B
SH3BP2,TMEM144
HM13,AL158071.4
ARF1,RICTOR
C1QB,FHIT
ARHGEF7,EPS15
SRSF2,AL078459.1
TPT1,MIR181A1HG
HCK,NUPR1
LINC00200,CDK2AP1
CACNB2,CLEC5A
ADM,VPS8
MMRN1,DENND1A
VAPA,MGAT1
ZHX2,PDS5B
BST2,NFAT5
CYBA,CDHR1
CPB2-AS1,RLF
CBWD5,INPP4B
APP,AKT3
DNAJB11,RB1
GOLGA4,NEDD9
IL17RA,CAMKMT
STAB1,WIPF3
CCNL1,AL035446.2
TARS,DSCAM
RBPJ,RUNX2
RPS6KA2,JADE2
CYP39A1,GLRX
EML4,FTL
ELL,TRIM14
PHF20,USP3
FMNL2,PDCD4
AC131956.2,NAP1L1
TTYH3,IQGAP1
RPLP1,ARMH1
PTMA,CALCOCO2
ARPC5,ZFHX3
NPAS3,ERC1
RNASET2,SRRM2
IARS,HNRNPDL
CFL1,OAZ1
ERC2,NCEH1
CPEB4,NPY1R
YBX3,OSBPL8
ITGAV,GALNT10
SH3BGRL3,HLA-DPA1
RPLP0,HLA-DRB1
POU2F2,SFMBT2
ZMIZ1,SERF2
HERPUD1,SH3PXD2B
MAGT1,CEP128
LCP2,PIK3CA
RPL13,ZNF718
MYL6,HBP1
IER2,NEK7
NT5C,CTIF
VLDLR,ZFX
YARS,PIK3CG
LAPTM5,DLG1
RPS11,PLEKHA2
PTPN1,HNRNPU
MYO10,ANKRD12
CNDP2,ANOS1
LRRFIP1,S100A11
PLOD1,CEP170
TMEM165,VASH1
SLC41A2,SCARB2
AF305872.2,AL158071.3
HEATR3,IL27RA
LAIR1,RUFY3
SPI1,PLIN2
NFKBIZ,DGKH
NFKB1,FRYL
HK1,DBI
AL035446.2,LRBA
BRWD3,UBXN2B
CHCHD7,RBMS1
ZBTB7A,DCAF6
COTL1,DST
RAB1A,HSPA8
MAN1A1,ELK3
GCA,EGLN1
SPCS3,TRERF1
NAA16,LPIN2
SLC35F3,NEAT1
SIRPA,NPEPPS
SERPINB9,PFN1
BZW1,R3HCC1L
TNFSF14,GPI
CHSY3,FMNL2
ELOVL5,HNRNPH3
RPL5,INTS6
MT-CYB,MARK3
PGP,CORO1C
TMC6,VIPR1
CLEC5A,EIF4G3
SLC1A3,CD74
C4orf3,GALNTL6
PTP4A2,ARHGAP26
SLC31A1,PAPOLA
TPD52L2,BICD1
E2F3,TRPM2
PFKFB4,ZNF33A
TFG,WNK1
AZIN1,CNPY3
TPM3,ZBTB20
PPRC1,PRPF4B
KTN1,TAFA2
RPL35,ATRX
SEC61G,TMPO
NDUFAF8,AC246817.1
STAT6,KIAA0513
GAS6,LAPTM5
LINC01170,ZDHHC2
OLA1,TSHR
EIF5A,PLEKHH1
SLC25A19,NAF1
UST,ASAH1
EHD4,PLXNA1
ZFAND2A,LSP1
BHLHE41,USP24
ARL17A,HLA-DQB1
MFSD2A,ARRB2
PPM1M,ANP32A
ATP5F1E,GCLC
UBA1,AC097534.2
BANF1,SLC2A13
TBC1D2B,SMAD2
C1QA,FNDC3B
GLIPR2,TFEC
LCP1,TRAPPC5
HLA-DRB5,RPL18
DNAJB4,SH3BGRL3
KDM6B,AL162431.1
AURKAIP1,TNRC6B
SLC35B1,EMSY
GOLPH3,PILRA
OMG,TAPT1-AS1
DEK,FXYD5
GALNT10,PER1
PRDX1,NSF
ADCY7,USP6NL
TCF25,HNRNPA2B1
AGPAT4,AC011246.1
B4GALT5,SLC12A6
CCT2,HELZ
CLIC1,PCLO
MPP1,HECA
RAD23A,VGLL4
DPYSL2,CC2D2B
DNAJB2,WASF2
CYTH4,ZBTB44
RPL15,PIAS1
SIGLEC11,HCG17
PCBP1,TES
KRT10,FAM135A
DERL3,GOLGB1
ECPAS,SAGE1
NUP58,MAML3
UBE2D3,PCM1
ATP11A,NEDD4L
GARS,ERBIN
CORO1A,KLHL6
TMED5,USP34
SP100,SEMA6D
ARHGDIA,VLDLR
IKZF1,HACD2
GALE,AC008957.2
MAP3K2,YWHAH
CCT4,IQSEC2
PMM2,CMTM1
STUB1,HSD17B4
STAMBPL1,STXBP5
TMEM106A,CYTIP
CARS,PNRC1
PLTP,PIK3R5
FAM174C,RPL13
GADD45GIP1,MORF4L2
YWHAZ,ATG7
MCRIP2,CNTRL
DDX3Y,HERPUD1
RAP1A,AC100849.1
MLEC,HPS3
UBA6,SP100
SKIL,PGP
RPL18A,AC092118.1
MALT1,CLASP2
SNAPC1,AC083862.3
HTT,MS4A14
LINC02211,GSTP1
SH3RF1,JUN
RASSF5,ARHGAP6
DCAF6,FNIP1
CASP1,FGGY
TLN1,C5
SLC5A9,ISCU
SRP14,TLR5
SH2B2,SIGLEC8
PNKD,AP2M1
RNF149,ATP5F1D
RNF144B,MS4A7
NKRF,BRWD1
GADD45B,CFL1
ARMH1,REL
TMED10,DNAJB6
SOD1,NORAD
KMT2E,FAM20C
PPP1CB,TDRD7
CCT5,AC092821.3
GRAMD4,HDAC4
VDAC2,SERTAD2
IFITM3,TMSB10
IL4I1,AC008014.1
RABGGTB,WNT5A
MIDN,SLC39A1
AC093879.1,ZNF654
AC068888.1,S100A6
AGFG1,KCNG1
BAZ1A,RSU1
PSMC4,ADK
LINC02246,PPP1CB
PSAP,SFT2D2
SRM,AC097634.3
CERK,SORCS1
EEF1B2,WARS2-AS1
TCIRG1,SDCCAG8
NOP58,NLK
NBPF26,PRRC2C
CHRNA5,HOOK3
MFAP3L,TRIO
MAP3K20,PPARGC1B
GPR135,TOM1
NUCB1,EPS8
ADAM2,TMEM14B
MPHOSPH6,CD86
LAMTOR5,ZBED5
BCL3,ST18
RACK1,ZNF706
NEDD9,ADORA3
ABHD3,MIA2
PIK3R1,ATP6V0C
CBWD3,TIAM2
SORBS3,SPACA6
GTDC1,TM6SF1
UBXN2B,FAM162A
RPL12,SLC1A5
NECTIN2,GLCE
KDM4B,SPATS2L
RALGDS,BMPR2
GNG10,BCL2
FAM110B,MTDH
DNAJA4,UBE2D2
STK40,SH3KBP1
ADSSL1,SLC16A3
CCND1,ADAMTS10
GLRX,PHIP
IFNAR1,COP1
EGR3,ADAM17
HNRNPK,SLC37A2
HSP90AA1,SCPEP1
MBOAT2,LINC01138
PPP6R3,MSRA
HNRNPAB,ATG4C
TSPYL4,LINC01004
IVNS1ABP,ST8SIA4
KLF6,NDUFA13
SFXN1,DOCK4
PRKCZ,STX3
MAD1L1,HSP90AA1
TCEAL9,BCAT1
VCAN,DDX24
SERP1,TRHDE
IL15,ZC4H2
VEGFB,ITM2B
RPS24,PPM1B
CHST15,ESR1
FAM3C,MIR29B2CHG
CD180,ZNF33B
KCNN4,SKIL
TMEM117,PCBP1
TNFSF13,SH2D4A
SDCBP,MSI2
SNX5,CDK19
SULF2,STK38
CTNNA1,R3HDM1
APLP2,MAFG
LONP1,TMTC2
LINC01128,GBP2
ARAP1,LCORL
AC018362.1,KTN1
ABL2,WDR7
TCF4,MYOCOS
ZNF654,FEZ2
SPCS2,WWC3
EIF2S2,SNX13
PITPNB,PLS1
VMO1,PTH2R
RGS19,DCK
GNA12,DDX3X
CHD2,MICU3
SLC3A2,RABEP1
HINT1,ARPC5
PRKAB1,LYST
PIM3,IFNGR1
MFSD12,GADD45GIP1
PDE4B,CKLF
AC020916.1,NINJ1
OXSR1,KAT2B
PRR5,ATP1B1
AC132192.1,CTTNBP2NL
RGPD2,NSFL1C
CDC37,LINC00482
AP002762.2,IL13RA1
SUGT1,SLC35E3
RASA1,SNHG12
PRKCH,RPS2
RPN2,PTBP2
SREBF1,ACVR2B
PFDN5,PAN3
UTP23,LRRFIP1
CDCP1,NF1
AC103810.2,PPP1R12B
RPS20,RGCC
LMO2,CLEC2B
CCNY,PHF3
SURF4,CD47
NME1,SMAP1
HNRNPM,PELI2
PCNX1,MGLL
KLF3,PHLPP1
TMBIM6,ATP5MC3
NETO2,MBNL2
TPP1,UBR5
RPS12,SNX10
FAM114A1,SLC25A3
SETD5,BCAP29
APOC2,YWHAB
AC061958.1,ARNTL
DCTN4,NUMB
RPS6,PMS1
HPRT1,ANKRD44
RPL8,NFIX
NFKB2,ZNF846
SLC38A2,EIF4G2
CRYZ,ADARB1
KIAA0232,PNPLA6
SEH1L,AC027601.6
HDAC4,CTSS
AC092118.1,CCSAP
ATP1A1,DAB2IP
RPS7,AC020909.2
ATP13A2,EVI2B
GNG5,MROH7
KDM2A,RSRC1
ILF3,MCPH1
SH3GLB1,GTF2I
ATP6V1C1,ANKRD37
C1QC,STK38L
RAPGEF2,PFKFB4
CADM1,RBPJ
PMVK,SGPP1
C4orf47,CRADD
SLC39A14,CBWD1
TPM4,ATP6V0E1
SNAP23,PRIM1
CYTH1,COMMD10
LPCAT1,PITPNC1
EIF3B,FAM210A
SERPINA1,PRRG4
CTPS1,PKDCC
APOBR,RGS12
RRP12,REPS2
ARG2,NFIC
TENT4A,AL049828.1
BIRC6,TMEM160
GCSH,CERK
EHBP1L1,SLC17A9
M6PR,VAPA
DOCK3,SEMA6A-AS1
ABHD17A,IGF1R
MXI1,CHCHD10
GPR84,NDFIP1
NDUFB8,FERMT2
TBC1D22A,LINC00472
SNHG8,ABI2
IPO7,AL356124.1
SQOR,CLK1
GNL1,GNA13
ALOX5,ZNF407
SYNGR2,RAD21
FAM107B,PTPRJ
TMBIM1,CPPED1
RELT,ABCA7
SARAF,JARID2
ALAS1,PALM2-AKAP2
RAB7B,KLHL8
PAICS,GPR135
EIF4G1,P2RY8
HSPA13,DOCK10
MGAT1,KDM4C
FAM53B-AS1,ARPP19
FARP1,ACTB
MB21D2,STXBP5-AS1
DPP7,COX6C
EIF3A,CCDC26
CERS6,ITGAV
CCDC149,ARHGAP18
MAT2A,MTRNR2L1
SEC61B,TRPM7
ARIH1,ERCC6
XRN2,PPFIA4
LINC02073,PRKX
BTG2,TMEM14C
CREM,TLR7
PPP1R15A,DENND1B
NANS,NARF
PACSIN2,ZNF366
AC097534.2,AC245297.3
CMTM7,PAPSS1
MIR503HG,KLF7
CST3,DAB1
RREB1,NGLY1
PFKL,CBWD5
TMED9,ARRDC3-AS1
PHYKPL,CNOT6L
DDX24,IDS
DAZAP2,KRT10
ANKRD13D,DIAPH1
MKNK1,GSK3B
PRDX4,S100A9
ANKRD22,LINC02698
PLEKHO2,MAP3K6
LINC02397,KMT2C
GPBP1,AC027031.2
AC006994.2,CBL
CYC1,ENOX2
MCRIP1,WIPF1
DENND4B,PKD2
ZNF331,SCAMP1
CARM1,SEM1
SLC12A7,GPHN
EGR1,USP38
RUVBL1,CAMK4
TWF2,H3F3A
ZFP36L1,GLG1
DARS-AS1,LEPROTL1
CXCR4,CLEC16A
NPL,SMG1
EYA3,H2AFZ
PUM3,SP3
ALDH1L2,OPN3
SNX1,KIAA2026
SHMT2,NUAK1
GNAQ,YAF2
COX14,ITGB1
SPATA13,ANKH
KIAA0930,LAMB2
MT-ND5,PRKN
HDHD5,CDC27
DRAP1,TCF4
MT2A,KMT2E
CHMP2A,ENO2
EEF1G,LINC00862
NUDC,SIPA1
BCL2A1,LPP
RPL6,AKAP9
SASH1,UNC13B
ITGB3,ABHD15-AS1
MAP3K13,SASH1
NAV1,EVA1C
ESYT2,ABCC5
AC008269.1,CHD2
CHCHD10,CCNG2
ARHGAP8,BANP
MIB1,PTPRC
ANKRD11,TET2
LINC01605,RETREG2
AL356804.1,MIR210HG
GRASP,DMTF1
ANO5,MYO10
LMAN1,SOS1
Z83844.2,RNASEH2C
ANKRD12,DYRK1A
SLC1A5,UBE2R2
SIRT7,TSNARE1
PCBD1,RSBN1L
RUBCNL,TRIM44
RNGTT,CDKAL1
GDI1,RAB3IP
IFNAR2,TUBB
SNHG7,ITGA5
XPOT,LINC01410
C5orf15,YWHAZ
APEX1,ERGIC1
RAC2,RGS3
SCD,MPZL1
AL591518.1,CALHM2
ENTPD1,ARFIP1
RPLP2,PLXNA4
AL133453.1,EIF5A
NIBAN1,PARVB
MED27,HLA-DPB1
NUPR1,DEK
SEC63,MORF4L1
TAF1D,ZC3H12C
RELB,ZNF331
RANBP9,CAP1
DNAJC7,LRCH1
FNDC3B,ZFYVE28
CD93,SLC12A8
KPNB1,AF127936.2
PPP1R3C,KHDRBS3
STEAP1B,SERPINB6
LINC00578,LITAF
UBE2F,AC008269.1
NOP2,SERPINA1
DUSP1,MFGE8
CASP5,TSPAN14
NDUFB9,OXSR1
CBWD2,BBS9
TSPAN14,DDHD1
CCT8,CERT1
XIST,MAN1A1
TMEM39A,GSE1
ERGIC1,FEM1B
THEMIS2,XACT
FGF11,TANK
DOK3,FOXP1-IT1
SBF2,SLC36A4
SELENOT,PCED1B
MRPL14,AL513327.1
RAPGEF4,FBXO38
FHL3,ATP1A1
AL627309.5,ABHD3
PHF1,AP001042.1
SEC61A1,G3BP2
CIAO2B,MTG1
CCDC85B,NUFIP2
LACTB,KLHL5
GTF3A,TEX2
DHX34,TIPARP
URB1,RNASEH2B
DPYD-AS1,PCNX2
RPS19,YEATS2
GOLGA3,PPM1L
CLIC4,FANCC
RPL7A,FRG1-DT
ARPC5L,ZNF562
ADPRHL2,DIP2C
RBM8A,CLEC7A
SLC43A3,RPL7A
SLC25A39,CDC42SE2
RALGPS2,EPC2
DDR2,ZRSR2
MT1G,RC3H1
USP22,PGAM1
CCL3,ATP13A2
GATAD2A,PTPN4
NUFIP2,HNRNPK
PYGL,CXCL16
AL034397.3,PTGER4
ALKBH5,TTC39B
NCF2,HMGN3
BATF,SNTB2
NOL7,KDM4B
SSR3,ANXA5
PPIF,AC084871.1
EIF2A,ST3GAL6
ATF6,CLOCK
CD55,CDK13
GPAA1,CHKA
PSMD7,ATP5MC1
CTSH,CCDC91
PLEK,GRINA
HDAC7,TMIGD3
USE1,UQCC2
ATP5MG,MAML2
TGFA,C5orf24
GPATCH4,COX4I1
CH25H,AC015923.1
SLC13A3,F11R
PPP4R1,CBX5
BOLA3,IMMP2L
SARS,DCLK2
RPL13A,SLC39A10
RPS9,CLCN7
C5AR1,PPP1R14B
CCT7,TMEM117
FBXL5,ARAP2
NINJ1,ZNF652
TSSC4,ASPH
PSMD1,ASCC3
AL357992.1,AVEN
AMPD2,RASSF2
ANKS1A,NUP210L
LINC00623,RANBP2
EFCAB7,UBA1
CISH,FGFR1OP2
HBB,SIGLEC11
IDH1,AP000812.1
SNX31,PHACTR1
AL512625.3,MAP4K5
GATD3A,KLHDC2
CAPZA1,HEXA
PSMA7,TAF15
SRSF7,ZNF106
HNRNPH1,SLC31A2
THUMPD3-AS1,NCOA2
OSCAR,ALKBH5
ADRM1,HNRNPA1
PPID,UBE2D3
ACER2,IVNS1ABP
TOP1,CDK8
EIF4EBP1,CRIM1
NEURL2,STX7
SH3BP1,ZNF800
AP2S1,PPM1H
HIP1,SLC20A2
ATF4,HACE1
APCDD1,CCDC88A
TMEM131,KCNIP1
PUS7,TMEM140
C3orf35,DISC1
NAA10,CAMKK1
GYS1,TP53I11
PTPN6,MAP4K3
JMJD6,FUT11
CBWD6,AL049779.4
RUVBL2,GNS
MPDU1,ARRDC2
PISD,MRTFB
USP2,KCNQ1
DEDD2,HDGFL3
NAA25,ADGRG1
ATP5MC1,CAB39
AL133259.1,SYCP2
PTPRJ,EFR3A
OR3A2,SPI1
LINC00310,SMYD3
PLEKHA2,P2RY11
ETF1,PRXL2A
NDST1,CRBN
RASA2,SLC8A1
TXNDC17,RHOQ
ACVR1B,CAMSAP2
NFIL3,GPSM3
PRDX5,HERC4
GTPBP4,TTBK2
TXLNA,SERINC1
STAG1,LPCAT2
MORC1,NBPF1
AL356124.1,RAB14
AP000282.1,VPS13C
HNRNPA3,NT5DC1
KDM4C,HDAC7
SERPINB1,PRKD3
RGCC,PPP2R2A
HNRNPA1,DOCK2
AR,TIAL1
TNS3,PCSK5
GSTO1,AFF1
RPS5,ADSS
CYCS,HSPE1
RPS27A,RHOG
GAS5,DENND11
RBM4,ATP11B
ZNF804A,HLA-C
ARL6IP1,SFXN1
VIM,RAP1B
STT3A,CACYBP
ATP1B1,AC025164.1
LARP4B,YIPF4
PROS1,KIF16B
DENND1A,DUSP1
AARS,NDUFS5
SMARCA1,SH3PXD2A
FAM50A,AHCTF1
VMP1,OPRM1
EIF3H,GPATCH2L
PPAN,TSPAN3
PAXX,TKT
GPATCH2L,MCRIP2
SEPTIN7,ZNF770
SF3B2,MAP3K9
GFAP,PPIA
AFF4,TBC1D4
AMZ1,VTI1A
PAPOLG,SLC6A12
PPP1R18,LNPEP
RPS8,RAF1
QKI,FAM53B-AS1
ATG7,MTM1
SLC25A3,CCPG1
RIOK3,GRN
PLEKHB2,CAMLG
NDUFS5,TBC1D22A
FKBP8,CTDSP2
ALDH1A2,SLC17A5
TIFA,GIT2
TMEM87B,AURKAIP1
TMEM70,ADGRD1
RNF175,CHST1
BRPF3,SHROOM3
PLEC,TCEAL1
DOT1L,TGFBR2
SSB,CARD8
WDR1,CFLAR
AL161757.4,KCNMB1
TSR1,LMBR1
MRPL21,GUK1
RPL32,RANBP3L
EDF1,AC027097.2
ABCB9,RBFOX2
SDK1,SMARCA2
WIZ,CALR
B4GALT1,C17orf67
MAP1S,MYOF
CCDC47,PUM2
RPUSD4,DOCK7
CORO1C,ABCB7
KLHL2,SPATA5
THBD,USP47
IL1A,RAP1GDS1
GNL3,GRK3
GLA,LINC01578
PSMD13,PTPRN2
BCAP31,MAP1LC3B
RPS15,MCUB
TOMM40,SPOPL
RIPK2,DOCK11
SUMO3,AC243829.1
SPACA6,HNRNPA3
AIF1,HPGDS
APOD,APCDD1
CALU,YPEL2
TNFRSF11A,LYL1
UBB,MYLK-AS1
MSRA,PGM2L1
INTS6,DRAM1
ACTR3C,ATG12
IRF8,GOLIM4
LNPK,CYP19A1
CA2,METTL26
PDE7B,SLC38A6
IER3,ARL6IP5
EIF2B4,STT3B
DDB1,CPEB2
DDX3X,MORC1
AL354822.1,ACSL4
CD58,CORO1A
P2RX1,ZNF69
PCGF2,DGAT1
SLC35E1,LYPLAL1
FXR1,SVIP
UBE2G2,NME2
ARRB2,SRP14
BX640514.2,KATNBL1
TMEM259,KATNAL1
CLN3,SNX30
TMEM208,UGP2
RDH11,CLN3
SLC25A36,NR3C2
MLX,ZEB2
CUX1,MICU1
HDGF,RCOR3
PSMC6,AL078590.2
ALDOA,VEGFA
PSMD14,PTBP3
