bmi_<20,bmi_20-25,bmi_25-30,bmi_30+
AC010542.1,AC138150.1,AC015712.1,AC015795.1
SGCA,AC099522.2,CCR1,ZNF486
MEIS1-AS2,AC145141.2,AL031587.1,AC018653.4
ZNF703,AP006621.4,CYP4A22,AC104002.3
METAP1,AL354824.1,SFT2D3,DLGAP1-AS2
AC008966.3,AC005034.2,BX072579.2,IGFL2-AS1
TMEM247,CLCN5,LPAR2,PNOC
IL24,MIR194-2HG,AKAP17A,WDFY4
CCL27,AC123768.5,AL136096.1,AC011933.2
AC036101.1,TRBVB,AC013553.4,AC092802.2
AL449983.1,AC100778.3,LINC02493,AL845472.1
AC005034.5,APOH,LINC02094,TOPAZ1
LINC01913,GDF5OS,ADGRA1-AS1,MAST4-AS1
LINC01273,SASS6,FAM237B,AC104411.1
ZNF503-AS1,AC010883.3,AC096921.2,RBM20
AL049765.1,ADIPOQ-AS1,A1BG-AS1,AC084740.1
CASC22,AC114488.1,ART5,TSPAN6
AC087341.1,TRBV29OR9-2,AP005057.1,KRT86
AC138207.4,AC017101.1,SYDE1,AC099794.1
IK,AC006130.1,TST,MGARP
HSD3B7,AC010632.2,AC008764.8,CCDC15
SERPINA11,AL021707.5,AC012613.1,NLE1
FLNC-AS1,AC013402.2,AC010181.1,AC009236.1
AC027307.2,AC104564.2,AP003419.2,NOTCH1
OR2AT4,Z80897.1,ASB16,MDC1-AS1
AC015909.2,AC103809.1,LINC01088,ELF3-AS1
AL591926.2,AL035665.2,AC090607.1,C11orf68
TPSB2,TSKU,PCYT1B-AS1,KLF2
AC020656.2,HCFC1-AS1,EML2-AS1,AC016074.2
AL627308.3,AC093390.2,PRTG,PARD3B
AC131097.1,MS4A14,AC073869.5,SEMA6A-AS2
AC104472.1,TRAPPC3L,FOXB1,LINC01141
BATF,OR4E2,AC004156.1,C5orf47
AC243967.3,LINC01988,AGAP1,AC012494.1
ERN2,AL139008.2,LINC02061,IZUMO4
EIF4G1,AC025754.2,PRLH,OPN5
LINC01318,AC093334.1,SEBOX,CENPU
AC026992.2,LINC02433,PCDHGA1,AL354989.1
AC091153.4,AC008885.2,AL157369.1,DSC3
AC093765.5,AL590729.1,P2RY1,AC008937.2
AC079322.1,AC008641.1,AFF2-IT1,AC002553.1
MAGEH1,AL157935.1,AC016866.2,AC008534.1
AC005104.3,AL031663.3,INE1,TMPRSS11D
PLCL2,CCDC146,MIR4500HG,AL354936.1
TCF7,AL133493.1,AL662889.1,IL10RA
DDX49,HMOX1,GDF15,COL17A1
AC097634.1,MMP7,AC174469.1,LINC02309
PDF,HCAR2,ITIH3,OSBPL10-AS1
AC008494.3,HIST1H2BL,ITIH5,SORBS3
AC069360.1,AC080013.6,PRR14L,AC064829.1
KRT27,AC022916.4,CD93,FEZF2
LY6G6E,CLLU1,AC008870.1,AL645608.6
CNOT6L,AL592295.3,FYB1,ACMSD
LINC02830,AC063938.1,AL157996.2,WDFY3-AS2
MRPL49,DMBT1,TEKT4,TRADD
AC087878.1,AL358134.1,LINC02554,AC104316.2
USP33,LINC02812,HS1BP3-IT1,AC069421.3
LINC01023,AC020743.2,CLCNKA,SERINC4
LINC01756,RXYLT1-AS1,SH3RF2,AL365203.2
TFF2,AC245140.3,AC121247.1,NBAT1
ESX1,CHST14,AC125611.3,FBXL19-AS1
AC138028.5,AC132192.2,SEMG1,AP003059.2
LINC02619,AC068483.1,AC090398.1,AC091132.2
AC021220.2,AC091576.1,LINC02323,AL139089.1
AKAP4,PCYT1B-AS1,CLEC20A,AL157884.2
PABPC1L2B-AS1,AL662884.1,AC090386.1,SPAG4
AC104564.1,AL391422.4,RCAN3AS,NHLRC1
FAM170B,USP18,MAGEA9B,PKHD1L1
AL355922.1,AF186192.3,AL356481.1,AC007066.2
AC004080.2,WASIR1,AL163932.1,AC112770.1
TRGV5,ZNF548,AP000350.5,ITPR3
AC005538.3,AL353719.1,CALHM5,AC099343.2
SPRR2F,AC097451.1,AL357140.1,LTBP1
AL356580.1,NKG7,SPSB4,LINC02610
AC010163.1,AC021037.1,AC024933.1,FZD8
RPS6KC1,AC099050.1,AC092164.1,FST
AC113391.1,SDHB,AL023803.2,VSIG8
AC021491.4,MOB1A,PAPPA-AS2,SLC10A5
KCND3,AC025465.1,GFAP,AL161734.2
AC106876.1,WDR4,AC117500.1,AL391650.2
FO704657.1,AC133550.2,XKR8,AL354919.1
S100A5,AL353150.1,TMEM175,RNF26
AIM2,OR2A25,LINC02709,ATP8B3
GOLGA1,SIRPB2,SPATA16,GSTM3
DCUN1D3,SCAANT1,AC016588.2,AC117386.1
AC009093.1,AC090948.2,ZBTB46,AC069281.1
AP000471.1,BTG4,AXL,AL162171.3
TCN2,TGIF1,IGFL1,RASAL2-AS1
RNASE3,AC003965.1,BX255925.4,AC005580.1
TMEM119,LINC01710,DNMBP-AS1,AC105219.1
CRYBA4,UNC93A,AC115522.1,AP001605.1
DENND4B,AC073316.1,EIF5AL1,AC114284.1
AC011498.2,ARHGEF9,LINC02036,AC100803.2
AL603832.2,AC092275.1,FAM243B,TRABD2A
AL672291.1,NUAK2,CATSPER1,AL590822.1
HBG1,AL359745.1,TM4SF19,HHIP-AS1
RPF2,DEFB123,AC116337.4,AL138689.2
OR10A2,AC074029.3,PLD3,THORLNC
AJUBA,RNF39,LINC01921,LMNTD1
MS4A10,AL844170.1,LINC01717,SEMA3A
Z98949.1,AC018445.5,AC009955.3,AP005901.5
AC114752.1,GCK,TMEM204,LINC02008
LINC01548,AC008403.2,AC105935.2,AC012508.3
AC011498.3,Z98885.2,AL033528.2,TENT5B
POTEE,AC022613.1,PCDHB4,CYP2C19
AP000654.1,LINC02396,AC005616.1,SLC26A1
AC022726.2,AF064860.2,CYP26A1,AL160171.1
AC003973.1,GSTA1,AL161421.1,AC046168.2
Z82180.1,AL592211.2,AC092332.1,AC007091.1
NTN5,ZG16,BX255925.3,ZNF100
AL442071.2,TMEM39B,AC144652.1,AC098484.4
RBFOX1,SRPX,MACROD2-IT1,LINC01478
PACRG,CXCL8,AC092850.2,GPR88
AC005775.1,CSAG3,OR2A1-AS1,AL021707.9
Z97205.2,AC007861.2,AP001469.1,PDYN-AS1
LRRC52-AS1,TRAJ19,AC099063.4,AC079340.2
KLK13,FGA,AL162586.1,BEAN1-AS1
AC091178.2,AP003501.2,AC105389.3,EEF1AKMT4
AC011933.4,ANO1-AS1,ADAMTS5,FO393415.1
GTF2H2C,AL732372.1,FCRL5,AC138207.2
AC015819.2,AL121885.3,AL139289.2,LINC02712
SLC39A2,KRTAP11-1,AC109517.1,GPC5
CU634019.5,TRAJ17,TMCO6,CYP2D6
AL121823.1,AC091163.1,AC091544.2,TEX55
SLC5A9,AL355596.2,NAT16,CALHM5
FAM230B,AC068594.1,LRG1,DBH-AS1
XIAP-AS1,AC093714.1,PLBD1-AS1,LINC00658
AL139289.3,OR2A1-AS1,ELFN1-AS1,AL359762.1
PRKACG,AL022341.2,AC092118.1,AP001610.2
KIAA1324,LINC01355,LINC01270,SMIM11B
AL132775.1,AC006449.3,GTSE1,AC020637.1
PRSS36,TEDDM1,HTR2A-AS1,LINC02649
Z98885.2,PRRC1,LINC01680,SIM2
SLAMF1,AL121917.2,AL354892.3,BMP2
LHX6,FDX1,LINC02582,CERS2
AL360178.2,AL096840.2,TSPYL6,SLC16A8
PINCR,CST9L,AC092608.1,DLL3
CSNK2A2,AC008738.6,AC021086.1,LINC00847
AC005034.3,LINC01419,TRAV41,AC020584.1
AC110760.2,OR52L1,RGL2,CD5
AL353697.1,AC023300.1,LINC01832,PLPP6
ARMC5,LAMC1-AS1,AL160313.2,IL12RB1
ESRP2,AP001363.2,ATF5,SCUBE3
RALGDS,AL513314.2,LRRC45,AL121985.1
TRAV38-2DV8,LINC01499,AC092435.2,AC021739.5
POU4F1,TMEM74B,MEMO1,FASTKD5
AL033381.2,APELA,MUC5AC,HMG20B
LINC02229,SNUPN,AC109347.1,ZNF879
ERMP1,LINC02102,AMELX,AL009176.1
AC016571.1,PLCXD3,CDK11B,AC022034.1
MOS,PCDHGA10,AL831784.1,AL591848.4
TTLL5,AC120498.6,AC090541.1,SLC37A4
PDRG1,HSD17B7,AC010320.1,TMEM123
AC009511.2,SLC27A4,AC027458.1,ENDOU
BICC1,ZNF134,LINC00615,AFDN-DT
BGN,AL035693.1,AC008268.1,STON1
AL158832.2,HIST1H2BJ,AC139887.2,USP21
THAP11,AL137847.2,AL158212.5,SLC28A2
AC053503.2,AL596214.1,AC007381.1,BOLA2
AC023137.1,AC015845.2,SERPINA6,SCAT2
NEXN-AS1,AGAP1-IT1,IL4,ATP1A2
AC121338.1,AC107391.1,AC005614.1,BRDT
AC079949.1,TTLL10,GABRA5,AC025048.4
PPP6C,H2AFB3,AC017104.3,FAM155B
GALNT16,AC025048.1,AC083805.1,DRAM1
AL391650.1,SALL1,GNRHR,AP001596.1
AC068787.3,AC004830.2,AC006581.1,AL049796.1
AC019129.2,AC091180.3,AL365184.1,AC100827.4
PITPNM2,MROH2A,AL096701.3,Z94160.1
KCNE5,BNIP1,WEE1,KCNK2
FOXQ1,AC007126.1,AL033539.1,C1orf220
AC073593.2,LINC02843,AL512288.1,LPAR3
PSG5,AC007193.2,OLFML1,PELI2
AC024270.2,GLB1L,GPR37,SLC9A3
BX469938.1,MYRF-AS1,AC244131.2,FUZ
LINC00189,NGEF,C6,ANPEP
TCERG1L-AS1,AL359547.1,AL121987.1,LYPLAL1-DT
NDFIP2-AS1,DERPC,SIPA1L2,FP671120.4
AC006116.9,TMEM239,MMP11,BCDIN3D-AS1
ARFIP1,THRSP,KLHL31,AL022476.1
EVA1B,ZNF862,SPINT1-AS1,LINC02422
AC008750.4,PSG8-AS1,LDLRAD2,ARHGAP45
AC011407.1,SPRR2E,AL158175.1,ADGRG2
LINC01890,AL121603.2,AC004870.4,PDE11A
KCNJ18,AC112695.1,ERLNC1,HHIPL2
AL592211.1,AC010997.4,CCDC169,RNF113A
ERLNC1,AL034548.1,LINC00958,STH
AC053503.5,FCGR1A,AC007556.1,ARHGAP5-AS1
SLAMF6,LINC02417,AC015912.3,AC239860.4
C12orf80,S1PR3,AC007687.1,AL512356.5
TAS2R40,AC009171.2,LAMC1-AS1,AC022898.2
AL355483.2,CCL8,FLVCR2,PTPMT1
AL590729.1,FAM160A1,SOS1-IT1,MORC2-AS1
PRR15,GUCA2A,AL022334.2,LINC01237
LINC00391,AQP10,C10orf91,CYSLTR2
AL158042.1,ZNF335,C3orf85,AC011491.3
LINC00313,ZNF416,AC025171.2,GLMP
MFAP5,TRABD2B,AC121154.1,AC108159.1
AC067960.1,DEFB119,GRAMD2B,LINC00939
AC097381.2,AC023946.1,WDFY3-AS1,EHMT2-AS1
BRIX1,LINC02434,AC021134.1,FAM242F
TYROBP,CR383656.10,AL121988.1,PCAT1
AC114803.1,DNMT1,LNCARSR,ZNF845
AL589182.1,ZNF30-AS1,AC005906.3,AC005291.2
AL360227.1,B3GALT4,MIR3663HG,AC104463.2
AL356419.1,AC091185.1,AC079779.1,SARDH
AL157756.1,LINC00200,AL031291.1,AL121932.2
AL121872.1,HIST1H2BA,AC103764.1,AC007614.1
DPYSL4,BARHL1,AC090971.5,AC002401.1
MIR181A2HG,AC019055.1,LUC7L3,AC092335.1
SEMA3F,AP001999.1,AC008147.2,LINC00452
RPUSD4,AC090099.2,OXCT1-AS1,C1orf147
SAGE1,AC096541.1,LINC02787,AL162171.2
AL137798.2,AC018445.1,AL365434.2,CEBPB-AS1
GOLGA6A,AC023491.2,AC012313.8,AC136604.3
AC139099.1,FCGBP,AL512283.2,LINC01410
LINP1,AC104383.2,IL12A-AS1,AL357093.2
XCL1,TNFAIP3,AC093001.2,AC007557.1
MLLT6,AC024581.1,AL161665.2,TEDC2
AC106772.2,AP000477.1,FAM241A,JMJD1C-AS1
IGBP1-AS1,CU633904.1,PCSK4,AL022322.1
AC091053.1,KRIT1,AC069444.1,MYLK-AS2
AC140125.1,LINC02750,AC119673.1,LINC02808
AL358334.1,AP001267.2,AC097173.2,AC011754.1
SERTM2,BTNL3,AC007032.1,IKZF1
LINC01758,AC060234.1,AL162171.1,HTRA4
MGAT3-AS1,CCDC196,FEZF1-AS1,GPX7
CTRC,FUCA2,PIGY-DT,LINC01800
AP003117.2,FGF10,AC073842.2,FIZ1
SELENBP1,AL356495.1,ANXA13,IQGAP2
IGHM,AC025164.1,ELDR,TRIM68
AC244517.4,ATP6V0A1,AL353593.3,SGSH
AP000477.3,GPR174,MAGI2,AL691432.2
AC023136.1,GPR75,SMIM9,KLF5
AL353804.1,AP001978.1,AC092168.1,AL031963.3
AL050403.1,DDHD1,LINC02579,AC016747.1
AC116021.1,NCR2,AC008770.3,AC105450.1
PDCD2L,AC040977.1,AC006449.2,EXO1
TMED3,AP000266.1,AL513314.2,AC138965.2
AC017006.2,RSPO1,AC005387.2,AC079117.2
IFIT1B,AC103760.1,AC027338.1,BTK
AC007370.1,AC055822.1,AC116424.1,AMPD1
AC009533.3,AC010333.2,AC008050.1,AC090197.1
AC018695.6,MXD1,CDH12,TOR2A
AC073896.5,AC078878.2,ANLN,AC083973.1
AC104564.3,AC013731.1,CDC20,CDC34
AC009292.1,AC007743.1,Z84484.1,AC010207.1
AC005790.1,SPATA13-AS1,AC021678.2,MAPK15
B3GNT7,MAGED1,AL358779.1,FKBP7
EXOG,AC005090.1,COL8A2,ARHGAP11B
OR51L1,OTX2,SERPINA12,AC008883.1
EVX2,CEACAM8,AL354977.2,AC074099.1
AC093627.6,LYPD4,AC105389.2,AC027514.1
LINC02841,POTEC,SEPTIN14,LAYN
NSMCE3,LINC02765,AL162731.1,AC006504.1
GADD45B,AP001063.1,AC092803.2,PARS2
AC096996.2,RNF185-AS1,AC000120.1,SH3PXD2A-AS1
AC138904.1,AMTN,ETNPPL,NFIA-AS2
AC084757.2,LINC02154,DPP6,AL358473.2
LINC01016,AC010378.2,SPATA32,AC006033.2
LINC00616,AC007132.1,AC110760.1,SIRPD
AC133681.1,AL158058.1,RGL4,LINC02759
PHKG1,AC007308.1,IFI44L,ALDH16A1
CALHM6,SMIM6,LHX8,AL355297.3
AL163192.1,RC3H1-IT1,AC005208.1,AC068987.1
AP002761.3,C20orf173,SLC37A2,AC112496.1
EPB41L5,AC007656.1,PITPNM2,AC068418.2
BX470209.1,IL17RD,AC068792.1,MLST8
AC069542.1,AL132875.2,AP002989.1,C19orf38
ZC3HAV1L,AL135923.2,FAM111A-DT,USP46-AS1
AP001065.3,AL357127.1,AC005307.1,PAN3-AS1
AC007406.1,AC008735.3,SP6,NEURL3
AC131235.3,GNL2,CEP131,AC005224.2
LINC01323,LINC00317,LINC01118,FITM1
DPPA3,AC008443.1,SYTL3,ERFL
AC118757.1,PDCL2,AC009123.1,AC025839.1
VPS54,Z95331.1,SPEF1,AC090948.1
AC023347.1,AC087392.3,NLRP1,CDK2AP2
AC069029.1,AC002460.1,RP1L1,AP002336.1
LCTL,LINC00445,AC022898.1,AL160035.1
ZNF784,IFITM3,IFNA13,MOCS3
RTL1,AL033380.1,CSKMT,INPPL1
AC131254.2,LINC02059,PF4V1,ID1
LINC02627,HOTAIR,AL138708.1,COMTD1
SLC22A13,AC135726.1,WDR87,AC103563.9
ZNF585B,LINC02260,AL359921.2,AC069294.1
AC020978.6,AL161618.1,MAFA-AS1,LINC02232
AP005131.5,AL365194.1,RHOU,ABCG5
ROBO3,WSPAR,AC124248.1,EDRF1-AS1
AC006483.2,CSF2RB,SMLR1,BARX2
TTC31,AC103952.1,AC025430.1,TBX1
AC022915.2,AC135012.3,S100A2,LINC01649
AC099518.2,OR4F15,AC068722.2,IPO4
DNAJB9,AC007952.8,AC012615.6,C5orf64
HIST1H4I,AP001351.1,MYO15B,AC015871.4
AC011901.1,MESP2,AC025287.2,PXN-AS1
AC010329.1,AC007620.2,CCNA2,USP12-AS2
IGSF1,AC138028.1,AC022433.1,AL035420.1
ZMYND10,PHGR1,AC010941.1,KNL1
AC026740.3,SUCLA2-AS1,AC007040.1,LRRC55
CCNE1,LINC02561,AL136018.1,AC012499.1
AC109635.7,AC009163.4,TESK1,AC108471.2
IL31,LINC02768,LINC01143,MAP3K14-AS1
NUPR2,SAGE1,MOXD1,GYPB
LINC01729,AL008638.1,PRDM13,AL157413.1
AC009097.4,OR2M7,DCST1,DNASE2
AC011465.1,OGFRP1,AC055764.1,AC103409.1
SMIM10,REV3L-IT1,AC025262.4,LINC02259
AC124944.3,GGA3,PLCE1-AS2,AP003390.1
AL031985.3,AP002449.1,AL445237.1,AL137067.3
AC092666.1,HOXD-AS2,BX469938.1,AC022150.4
AC026471.5,LINC01189,SLC22A31,PATE2
AC036103.1,AC013733.1,GAPDHS,C1QTNF9B
LINC01678,AC003950.1,CCDC27,AC097518.2
AL353593.2,LINC01544,AC245052.4,DPP4
AL121820.1,AC119677.1,AC124861.2,AL589745.1
AL355312.4,RAB3IP,AC026583.1,CAHM
AC011444.2,DRAM1,LINC00670,AF111167.1
AC007570.1,AC073957.3,FAM225A,AC109925.2
AL121988.1,AC092957.1,AC016745.2,B3GALT6
MMAA,AC006547.3,AP001255.1,AL121917.1
AC021915.2,C11orf24,AL591167.1,ASB15
PLS1-AS1,AF015720.1,AL008638.3,RGPD4
AC124784.1,AC018943.1,ZSWIM2,VWDE
AC122685.1,RBMXL1,AC100768.1,PADI1
GINS4,ZNF274,SIGLEC6,UBE2L6
SERINC4,AC107373.3,KIAA1211L,PDE6G
C3orf20,AP002358.1,HKDC1,TACR2
AC126763.1,L34079.2,AC087393.2,LINC01607
AC090948.1,AC034102.6,AL137018.1,AC112484.3
LINC02017,MMACHC,LINC02534,CCND1
MNX1,LYSMD3,AC010173.1,AC024075.2
AL359091.4,AL118523.1,AL626787.1,IRAK3
AC010478.1,BACH1-IT1,WDR72,ANXA10
GATA6,AC012625.1,AC105094.2,SERTAD4-AS1
AP000915.1,AL590399.1,TTC39A,LINC02788
AL359258.1,AC092723.3,AL158196.1,TMC1
AC012404.2,AC011462.3,COMT,WEE2
RAB11FIP4,LINC01936,AC016773.1,NRARP
AL008638.1,OR6K3,AL139280.2,AC084734.1
A1BG-AS1,FAM133B,AP001056.1,AC114760.2
LINC01964,LRPPRC,CR1L,AL358154.1
KPNB1,AC087430.1,AC024588.1,TAX1BP3
AC015802.1,AL050341.2,AC092794.1,AC026780.2
ZNF502,SCAT1,GCK,CHGA
AC009097.2,AC106772.1,DOCK3,KLK7
APOB,AP002856.2,AC011509.2,CXorf40B
AL109933.1,AC105265.3,AL135937.1,AL354733.2
HCG15,AC068672.1,SSMEM1,FBXL6
DCAF12L1,AP001178.1,SMARCD3,SPDL1
AC087897.2,AC106739.1,AC021192.1,AC026741.1
AC022166.1,OR2A1,AC009065.8,AP000553.8
PPP1R14B-AS1,AC005736.2,AC026770.1,AC020907.1
C7orf66,AP003557.2,AC010864.1,MRPL23
AL136099.1,AC015849.1,SLX1B,AC113386.1
LINC02837,TUSC8,ZNF786,WASF3-AS1
MTM1,AC087175.1,AL512625.1,COLCA2
AC016245.1,AL512590.3,AC116667.2,LINC02156
IL5RA,PLCH1-AS2,AC004817.1,MORC1
AGO2,TAC3,RNASE1,AC098487.1
FZD10-AS1,AL356421.2,LEMD1-DT,G0S2
AC024884.2,AL390067.1,PDE8B,AC005899.7
AL136164.1,RPL39L,AC007497.1,ZPBP
BMP10,ISL2,AL603910.1,LINC02158
AC136188.1,GPR84,TTC27,PCAT7
SF3A2,PPEF1-AS1,AL096870.8,PLEK
AL365330.1,IGFL2-AS1,AL139317.5,USP51
PEX11A,AC005291.1,AC108449.2,DZIP1L
AL358781.2,AC012615.2,AC026124.2,ADRA2A
PSG2,AL359715.3,AP005059.2,LINC02362
SH2D7,AP003390.1,AL592435.1,AL928654.1
CPSF3,MCM6,CFAP74,PHACTR2-AS1
ZNF839,LINC01961,OXTR,CD40
RIPK4,AP000640.1,AC009567.1,HTR3E-AS1
SEMA3B-AS1,AC003992.1,CTAGE15,PHLDA2
AL138733.1,EIF2B3,AC007610.2,ZNF414
AC012494.2,LINC02093,PLA2G4C,AC012368.1
LINC02463,AL133227.1,SPRY4,WFDC3
AC073592.1,ZSCAN2,TSKS,AL109806.2
AL513220.1,POTEE,AL035696.1,ARRDC2
VAT1,MT1A,AL645608.7,MMP28
HLCS-IT1,TAS2R46,TIPARP-AS1,AC005828.3
AL132655.2,ERVH-1,AC034159.2,RIC3-DT
AC008581.1,LRRN4,AC012404.2,AC018742.1
MON1B,CXCR2,LINC00499,AC012588.1
AC104688.1,C10orf62,AL359513.1,PIWIL1
BBS2,AC018616.1,LINC00595,ZBP1
ALG3,AC004540.2,AC015909.4,PTPN7
NBAT1,AL445222.1,AC010401.1,MAN1B1-DT
AMIGO3,FBXO33,REP15,AC016931.1
GZMK,MNS1,SLC4A2,TMCO2
AL132657.2,AC005381.1,NTAN1,GLIPR2
TRIM6,AC079988.1,LINC00492,AC010978.1
ADAT3,AP001198.2,AL031668.1,CACNA1F
AC069209.2,LINC01913,PSKH1,ONECUT3
AC107068.2,AC089999.2,AP005329.3,MBNL3
AC004918.1,KRT20,AC008763.1,AC007405.3
ABCB8,AC007493.2,SLC9A3,AL132996.1
GTF2B,AL137847.1,AC109927.2,AP005329.1
LINC01701,PHOX2A,PLG,B3GALT5-AS1
AC099506.3,FAM243B,Z98884.1,AC108667.2
LINC01044,CCDC140,GMPPA,FEZF1-AS1
ZNF512B,LINC02057,PDE11A,TIGD5
AL732323.1,SNAI3,U2AF1L4,FAXDC2
AC007066.3,BPIFA1,SLC26A9,LINC02161
MTUS1,DEFB104A,AL132780.2,MXRA5
PODXL2,AL162582.1,KCNMA1,AL391121.1
AC104024.3,AC064853.1,CNTF,LIFR-AS1
AC092620.2,AP000879.1,AC008567.3,PATZ1
AC090425.2,ARVCF,AC097518.1,BX072579.2
BLID,RTKN,AL356433.1,AC015983.2
HTRA3,RP1,UGT2B4,BTN1A1
FNDC8,OSGEPL1,ONECUT3,AC010273.2
AL451105.2,STK4-AS1,AC087878.1,IZUMO1
AC006449.6,AC093655.1,KRBA2,AL139220.2
POU2F1,GABRG2,AC008074.2,TEPP
ELK3,AC022679.1,PDE6G,SMIM10L2B-AS1
AC092111.1,AL160237.1,FP565260.5,AP000221.1
VTN,AL157756.1,TLR1,MYO1A
AC008781.3,AL161729.3,AC092757.3,AL137003.1
LINC01901,AL590822.3,LINC00471,AC006296.3
AL359081.1,TTF1,MIR670HG,PRDM16
PANCR,LINC02483,GOLGA6C,AC026367.1
AC130651.1,ROBO3,AC009951.6,AC018731.1
AREL1,BTBD10,TMEM80,LMO1
PBK,AC107905.1,CYSLTR1,AC095060.1
AP003066.1,AL121989.1,AF001550.1,CLDN15
AC109309.1,AC011462.4,B3GNT6,BCL2L15
DEFB104B,LINC02415,AP000722.1,CENPW
TSPO2,AC068831.4,AC027307.1,POU5F1
AC007283.1,PLAC4,LINC02255,CLDN2
AC005746.3,OR56B1,AL451127.2,GDF10
OR4K14,AC090260.1,AL023806.4,AC008114.1
AC096920.1,CACNA1C-AS3,ST7-AS1,AP000842.1
FTMT,AC010907.1,SV2B,C6orf132
TRDJ3,TUBAL3,LINC00870,CCER2
AC012462.3,SPAG16,AC005692.1,AL451165.2
AC011632.2,AC005606.1,IRF4,CTBS
LINC00708,LINC02833,SMYD1,KIF11
LINC01268,LGALS16,AC092919.1,XKR8
SPTLC1,MRPL42,AC010967.1,AL035427.1
AC100858.3,AL356489.2,AC007405.2,TDRG1
AL121957.1,NT5C1A,GLB1L,AC092620.1
SH2D2A,KRCC1,AL136309.2,CPA2
AC011899.4,AC005476.2,PGLYRP2,PCGF1
TMEM38B,UFL1,AC099671.1,FBN3
TMEM185B,CLEC17A,AC005998.1,SLC44A3
AL035665.2,OLAH,CDH1,SAMD12-AS1
AL133279.2,LINC02304,FAM71C,GET4
AC005999.1,AC011500.3,SLC6A3,DAZL
HACD3,AP000553.9,AL035251.1,AL589765.6
AL357054.3,FETUB,AC005888.1,FGF14-AS2
AC019197.1,DEF6,AC244035.4,AP000802.1
AC008267.5,SSTR4,LINC01722,AC023794.1
AC122108.2,AL160408.1,AC003992.1,AC080038.2
HTR3D,AC097535.1,TSPEAR-AS1,AC129507.1
HLA-A,AC123788.1,DTNA,FEZF1
AL139231.1,AC090227.3,NPEPL1,OOEP-AS1
AC008687.4,AP001048.1,SLC25A52,AC015909.2
TCL1A,ZNF212,AL138767.1,BTBD6
CRP,AC087623.1,AL583810.2,ODAPH
TFAP2A-AS1,SPINK8,SLC25A21-AS1,C4orf36
RPS4Y2,LINC01050,ABCD1,NUDT18
KRT2,FAM171B,AC106798.1,AP001885.2
OR8D2,AL606519.1,SIRLNT,VPS9D1-AS1
AC105445.1,AL049712.1,RELB,AC006369.1
AC005920.4,LRP10,AC130324.3,AC078950.1
SPINT3,LIX1,AC090371.2,FO681492.1
AC112503.2,LACTBL1,AC245052.7,KIF2C
AC025300.1,AC093610.1,ZNF503-AS2,OR5B2
AC233702.5,AC010422.2,SF3A2,LINC01516
AL499616.1,PCDH18,LINC02523,CTBP1-AS
AL442638.1,EHF,AL360270.3,PCLAF
ADH1B,AC000035.1,AC090577.1,NAPSA
CABP5,APOBEC3G,AC008937.3,DDX4
AL512329.2,ICAM4,AL354979.1,GHSR
FMO3,AL596330.1,RABEP2,AC007611.1
AP001437.2,AC010422.4,AC003986.1,F8A1
LINC00494,AC103957.2,AL391560.2,AL096840.2
AC016383.1,LYRM1,AC027682.6,AL035634.1
NAT16,AC113349.2,AC069281.1,AL133477.2
PPP1R3C,ATL2,TPGS1,AL391001.1
AL035045.1,AC007325.1,LHCGR,AC062021.1
PCP2,MASP2,FO393415.3,POSTN
AC087442.1,AC020922.4,PPM1M,PRSS35
FAM166B,KLRK1,AC010528.1,TEKT4
WDR25,AC007406.4,AC095033.1,CCNE1
TSLP,LNCNEF,IL2RA,LINC01731
AC006130.1,AC018692.1,AC017002.6,LINC02464
AL356752.1,PPP6R2,DVL2,SNHG31
SCUBE1,GP5,AC104564.2,PCDHB5
SOWAHD,AC025741.1,ITGAM,ERICH6-AS1
AC108058.1,AL135791.1,C9,TNIP2
HGH1,AC011593.1,AC087623.2,AC074351.1
AC103769.1,AC027088.5,AC011374.2,OSCAR
AC140847.1,AL929236.1,THRB-IT1,GCSAML
COA4,AL451064.1,AL512791.2,LIMD1-AS1
ANXA9,AP001059.1,Z94160.2,AC092053.3
ARL6IP1,AL357033.3,KCNIP2,AL138740.1
AL353770.4,CRYGC,AC036214.2,AC015802.4
AC073655.1,AC012173.1,AC107886.1,ANXA1
AC091729.2,AC034148.1,SCAANT1,AL353608.3
AC103563.7,AL513218.2,LINC01152,AC027279.1
AC105429.1,LINC02250,LAD1,SAP30L-AS1
AC003070.2,GNMT,AC015563.1,CATSPERZ
LINC02494,IL24,AC008429.1,AC073957.3
AL157813.1,PDZRN3-AS1,BHMT2,AC005520.2
AC005618.4,AL512625.1,NOTCH3,H2AFX
LAMB2,TMC6,HSPA12B,AC139795.3
LY6K,AL445213.2,AC068473.5,LINC01389
KRT8,AL135818.1,AL162385.1,LINC02144
HIST2H3D,HEPH,HLA-DRB5,AC007381.1
OR10V1,AL022341.1,AL161756.1,CCDC51
Z82246.1,AP001066.1,NAV2-AS2,EWSAT1
AC009365.3,AC073352.2,AC104365.2,TYMSOS
OR4F15,AL161668.1,AL022329.1,FAM181A
NDUFB6,FAM83H,SPATA20,PSENEN
IFT74-AS1,TUBGCP2,AC124798.3,ZNHIT2
HSD17B14,PGM3,PISD,COL15A1
AC024267.4,CERNA3,HIST1H1C,AL161457.2
SRM,DEFB121,AC131953.1,AL353138.1
BPIFB3,AC073367.1,ZNF341-AS1,AC091826.2
