earlyAD,lateAD
AC093297.2,AC026167.1
LSP1,SUPT20H
UNC13C,AC092171.3
UBE2U,OSGIN2
ZDHHC15,CARNS1
AC084117.1,CRYGS
ZBED6CL,GPR83
PIK3CG,LINC01127
TBC1D22A-AS1,MMP11
MESP2,EXTL2
AC090644.1,ZSCAN9
SMPDL3B,MGAM
AL354892.1,LINC01291
AC079163.1,MAATS1
AC107464.2,ZNF774
AC100791.2,BOLA2
TRAV26-1,CD160
AC099552.1,ARHGAP29
AC068789.1,PUS3
RCC2-AS1,SH3GLB2
AC026782.2,ERP44
AC120498.6,AL583829.1
KRT4,TMCO6
AL138733.2,AC026356.2
AC008940.1,C1orf94
AC055758.1,G6PD
PLSCR5-AS1,LRP6
LINC00362,LINC02068
NBPF6,C1orf109
AL161447.2,DCBLD1
SPRR3,TENM1
KRTAP13-1,AC022126.1
AC074325.1,NOMO1
DEFB106A,UBAC2-AS1
AL662864.1,AC011124.2
DEFB103A,FOXO3
AL136524.1,AC018697.1
DSCR10,AL354740.1
AL645941.3,NUDT14
LINC01912,TRIM36
AC116038.1,ZNF232
TRAJ56,NPAP1
TRAJ53,LINC00243
TRAJ49,YIF1B
AL157955.1,RSBN1
TREX1,B4GALT1
TCERG1L-AS1,TMC2
TRAJ20,AC015871.1
AC011473.2,AC005323.2
PRAMEF18,LY6E-DT
AL355836.3,SYCP3
AC015818.7,CDK5R1
AC078814.1,PLSCR3
TRBV26,BISPR
APOBEC3B,AC073052.2
BX546450.1,CDR2L
AC087645.2,AC019077.1
IGHEP2,C4orf47
AL512283.1,PSD4
SMAD3,REC114
AC079584.1,AC013472.3
UBP1,AC020908.1
POGLUT3,FAM222A
AC107214.1,AC090152.1
DNAJC6,AC019080.5
AC019171.1,BAIAP2-DT
AC026336.2,TMEM140
BX323046.1,NCS1
ATE1,ITGA1
MUC4,ATG101
TMEM64,ZNF662
MCRS1,AC136297.1
TRPC5OS,F11-AS1
ESRRG,AC018643.1
DENND1A,HRC
HPGD,CPQ
AC022113.1,MRPL50
AC006333.2,AC012613.1
FANCB,ASB7
DSCR4,EFL1
BEAN1-AS1,PARP12
CHST6,AC107032.3
AC097713.1,TMED2-DT
SMG1,MAMDC2-AS1
PPM1F,OSBPL3
STOX1,CHAF1B
CSNK1G2,LINC02698
AC103796.1,AL591848.2
STX4,NOLC1
SUCLG1,AL359852.2
AC111000.4,PRKX-AS1
AL593844.1,AC012499.1
AC073957.1,AC036103.1
AC108156.1,ENTPD7
AC012513.1,FAM83A
CCDC50,AC037441.2
AC008875.1,DNALI1
PIAS4,ZNF385C
HSD17B8,AL390728.5
AC079768.4,APBA3
SP8,AKR1C2
SLC4A1AP,AC078842.2
CORO7,KIDINS220
AC016687.3,OCA2
EWSAT1,AC004494.1
PIK3CD,AL390839.2
FAM222B,AC007336.1
LINC02165,LINC00596
AC074138.1,AP001496.4
NFYA,ZNF674-AS1
LINC02644,CPNE6
AC005083.1,EMSY
DEFB121,ZFYVE19
AC009236.2,AL079307.1
LINC01990,AC007682.1
AC022211.1,AC091178.2
LINC01612,AC007405.3
AC010320.2,TARS
TSSK6,ETNK2
DKK1,TEX12
AL031275.1,FAM181A
SCHIP1,ISY1
MPP3,FAM122A
NUP155,YWHAH
ASB16,PAFAH2
ZNF417,AC080188.1
AC026412.3,MAPRE1
SLC26A4,HUS1
LINC02528,SYK
PDE6A,AC107068.1
TNFRSF17,TMEM238
OR10A2,DPH3
AC006398.1,CCNK
AL354984.2,CDK17
DAZ4,AL360181.1
DEFB118,SEL1L3
GPD1,ACTR8
AL121981.1,HIC2
TMA16,AC010894.3
RGS21,PRKAR2A
MIA2,ZNF609
PRKAA1,CHIC2
LINC02675,AL512380.2
ETV4,GJD2
UCN2,IGFL2
NANOGNB,RHOT1
AC008764.8,LINGO1-AS1
SMIM10L1,GATM
AL133551.1,ARSI
NDUFAF2,TMA16
LINC02828,COX17
ATP6V0D2,PWWP2B
AP001172.1,UBA1
AC096647.1,AKNAD1
LINC02475,MPZL3
AC007132.1,LINC00847
DRICH1,OCEL1
UHRF1BP1,AL355512.1
TRAK1,GPRIN2
AC011825.4,AC105020.6
CHST7,AC048341.1
SIRT1,AC005838.2
TLE7,RGPD4
SYNGR2,TIMD4
F2RL3,AP006565.1
AL513128.2,AC027601.6
AC103724.3,CERS3
AC131238.1,PLBD1
TMEM200A,PCDHB9
AL049840.5,GID4
AC096570.2,EHHADH
AC096763.1,TOR1AIP1
AL662873.1,TARDBP
AL109810.2,AC106818.2
FGR,GLIS2-AS1
HNRNPA1L2,AC068228.3
AC016769.5,AC009486.2
AC011481.1,ST6GALNAC2
CCR5AS,MORC3
ZNF506,AL121895.1
TSPO,AC007695.1
AC234917.2,CCSAP
TBC1D3C,CETN3
IRF8,LIX1L-AS1
SCML1,IVNS1ABP
LINC00839,AC025031.1
ETAA1,MTBP
NEK8,AC004941.1
AC019131.2,AC138304.1
PPP1R42,JAKMIP1
PICALM,MAP9
TGFB1,AC018511.2
ZNF367,AC109472.1
SSPN,AC073476.3
EXOC3L1,BAK1
AC011481.2,LINC01649
ZDHHC1,AC106795.2
AC010536.1,AL391840.3
AC020910.2,DVL2
CCNC,PIWIL4
TPTE2,GABRG3
AC006213.4,AL357153.1
HES5,CLBA1
PRKD3,AC100863.1
DNER,AL121749.2
CLINT1,MFSD5
AMER1,C4orf3
ATAD2B,AL035448.1
BCL9L,YY2
OGG1,LINC00402
AL162632.1,MYNN
ITPKA,DHRS7
DNAJC7,MYO15B
TEX30,AL354989.1
OTC,ZNF85
LINC02422,AP000438.1
AL390783.1,GPD1L
BX649601.1,AL136307.1
PRKCB,GLIPR1
CEP135,AC022613.2
FOXA1,AC091564.5
ANKRD50,GKAP1
KCNQ1,AL137182.1
AC092813.2,KIFAP3
TNK1,CHST11
AC092944.1,AC021683.3
KRT86,MAFK
BISPR,EGLN1
AC009065.2,CYB5R4
ZNF101,SIKE1
RC3H2,CNTNAP3C
MAGI2-AS3,MCRIP1
LINC02671,METTL14
AC079380.1,SHLD1
AC004464.1,AC005291.2
AC002398.1,LDLR
TTC1,DLG4
AL117372.1,AC002064.1
ILDR2,AC004870.3
AC016747.2,C11orf21
RAB3GAP1,AC083880.1
AL158151.2,PIWIL1
KDM3B,ZNF367
FOXF2,AC005606.2
ITPR3,CDH17
SYT16,HSD17B11
ACY1,GBA
TRPT1,AL357522.1
AC007533.1,LINC02797
SIRT5,AL049552.2
AL355482.1,OR1L8
AP3S2,C19orf73
IZUMO1,GINS4
AC007038.2,CTDNEP1
Z99127.1,AC092436.3
TFAP2E,TM4SF19-AS1
CNGA1,MOCS3
SCARF1,NAPA-AS1
RNF25,KCTD1
ALDH8A1,SAA2
VMAC,PTPRT
HSFY2,AL445248.1
ZNF257,YTHDC1
PPM1M,FGF13
TLDC2,SMIM11A
BLVRA,INO80D
MYOT,KCNMA1-AS3
TMEM201,SVEP1
AP000640.2,AC096741.1
COL6A1,CGRRF1
LMOD1,MAP3K6
SPOCK1,AL022329.1
LINC00421,GSTM3
LINC01149,CEP170B
PTHLH,ACSL4
SPDYE2B,MECP2
GLT1D1,IZUMO2
PIK3C2B,YIPF4
AC092335.1,AC010531.5
CARD8-AS1,HYAL1
GIPC3,SLC35A4
NALCN,CHRNB3
AC114730.2,TUBB8
AC018545.1,AC099522.2
C10orf82,ZBTB20-AS1
PAQR8,AC016583.2
AATK,CAV3
TSNARE1,ATP6V0D2
AL353152.2,AL078621.4
FO393414.3,LTBP1
UMODL1-AS1,BRD4
CHMP2B,PPP4R3A
RGS17,C1QL2
AC026474.1,AL353704.2
STC2,VPS13B-DT
AC096773.1,PKLR
AL353593.1,AC021683.2
LINC01977,ROBO1
DMP1,EYA4
AL021707.2,CEP85
IPO7,LINC01046
AC004522.3,TRO
INIP,IRAK1
AL139288.1,C11orf71
AC098828.2,CAPN14
AC004882.1,ITGA5
AC093525.6,ANKRD34C
SWSAP1,CCNE2
AC067852.5,RASSF7
SHMT1,AC091151.5
SLC7A14-AS1,AC108058.1
AC097532.3,AL162725.2
UBR2,LINC01362
AC092418.2,PPP1R16B
AL445223.1,ZNF723
SLC36A2,ETFRF1
LINC00698,AC142472.1
AC084125.4,AC010542.2
FLII,SCAMP4
AC013468.1,AC124066.1
TNRC6A,CPAMD8
AC123567.2,AC026304.1
IQCD,ARPC5
LINC00682,AC097537.1
AC074050.2,U73169.1
AL645924.1,UNC5D
KRT9,USP7
AL713851.2,WNT8A
NKX2-5,CETN2
PPP1R12A,DCDC2C
AL356022.1,ZBTB20-AS2
SPATA16,OSCP1
RTN2,PPP2R5D
AL121999.1,DEXI
AC010504.1,MAP4K3
AL450267.1,RRAS2
AC025566.1,GPRC5C
ADD2,CORO1B
MRPS22,TMEM154
AC008115.3,MXRA5
SNHG32,STAM2
AC108517.1,ALG1L
TRADD,AC105094.2
LINC00330,SEPHS1
ORAI3,AC105411.1
TMC2,AL451047.1
AC138035.2,ACHE
LINC00477,FAM189B
TRBJ2-7,POU3F2
AL078590.1,SNX2
LINC02701,AL137077.2
MIR503HG,ZNF844
DNM3-IT1,RNF130
AC006043.1,TMEM69
SLC10A2,ERICH5
SWT1,C17orf100
AC010857.1,MIR22HG
LRRC6,TUSC1
AFF2,RBMS3-AS1
AL121658.1,EDARADD
B3GAT2,DIAPH1
LINC02378,CORO2B
AC020658.3,TEX22
IDH1,AP005671.1
LRIF1,AP001412.1
AC017007.5,DNAJB6
LINC02759,RAB6B
RYBP,C9orf16
HHEX,AC022973.4
AC006019.3,SELENOV
AC104564.5,AC007216.2
ATP6V1A,MAP1LC3B
OPA1-AS1,AC004221.1
LDHB,C11orf1
LINC01214,AC079142.1
PALM2-AKAP2,TXNRD3
ALKBH2,SYCE2
AC103769.1,RING1
C21orf58,AC036214.4
LIN7A,AC105402.4
AL929472.2,AC084871.1
LINC01142,COG3
ST7,AP001021.1
AC017100.1,ZNF318
AC022098.1,LINC00237
AC006213.7,CRIPAK
VPS33B-DT,ARHGAP1
LINC02715,AC023157.3
AC068057.1,AP000897.1
STEAP3-AS1,GALNT10
GPR1,LRP12
AL590787.1,AC092353.1
HM13,MAP2K4
ZNF41,CAPN2
SPATA5,AL390783.1
MOB3A,THSD8
SLC5A7,AC007614.1
SLC25A10,TAP1
GRID2,AL158011.1
FGD1,PRSS36
AC103923.1,CSTF1
AC092832.2,E2F5
AC092490.2,NSD1
CCNB1,GPC6
AC003086.1,ABL2
LINC02109,PROC
AC002451.1,WDR49
DARS2,ZNF208
WASF3-AS1,LNPEP
SEPTIN8,TPR
PPP1R18,PAK6
AC010542.2,STARD13
AC026391.1,C11orf24
AC016588.2,AC022400.4
ABHD1,AC113346.2
MTREX,PSD
CREB3L2,PAN3
EXOC6,RPS6KA1
HOXB9,GPN3
MAML1,NHS
AC079411.1,AC090796.1
CCM2,AL157369.1
AL355432.1,TRIOBP
PDZD8,AL035467.2
MGMT,NR2F6
FURIN,LINC02552
ALDH1L2,AC010978.1
AC008966.2,LINC02739
HPR,SKIV2L
AL590235.2,KCNIP3
AC080013.1,AC087762.1
TRAF4,AL445584.2
AL138479.2,GDPD1
FAM162B,SLC25A5-AS1
NDP,SPATS2
CCDC183-AS1,AC090559.1
AL157931.1,AC097652.1
RTP1,CD177
LINC01184,TNFAIP2
GIGYF2,KIF7
AC008011.2,YIPF5
LRRC71,BLM
PLCB2,AP005717.2
CCDC32,GPX2
OTUD6B,AC051619.4
PAX2,AL034417.2
AC126773.3,MRPL38
ELN,AC093916.1
RBBP6,AL713852.2
REC8,AC013643.2
MDN1,TTPAL
DANT1,ST6GALNAC3
TRAJ47,DTD2
LINC01561,AL355990.1
NOL7,TRIM11
AL136979.1,PPP1R18
AC016586.1,NT5C1A
LINC02713,RAB9A
SPDYE9P,ITGB2
BMPR1B-DT,AC007448.4
POGLUT1,ARHGAP6
GLYCTK,AREG
CD177,PFKFB1
FARS2,EXOSC2
B3GALNT2,E2F3-IT1
ZNF32-AS3,HLA-DPB1
RNF138,LINC01135
LRRCC1,C14orf28
ZFAND1,DMGDH
LINC01080,PRTG
P4HA3,AC022168.1
CBLC,TTC16
FAM184A,DDX11
MAGEA11,CDC26
CDCA8,PHF21B
LMO7,AC090983.1
MT-ND3,AC132872.2
AC023136.1,AC024145.1
AC008662.1,AL139106.1
GIMAP1,TIMM22
TP53RK,IGFBP4
LINC01539,MTNR1B
AC107871.2,ARG1
AC048337.1,AC006145.1
NLRP1,ZNF493
WDR73,C4BPA
TEN1,GPATCH11
SUPV3L1,AGTPBP1
ZSCAN10,CISTR
TEX26-AS1,ANAPC10
AL133243.3,AP000844.1
SPTSSB,PSORS1C3
AL512452.1,GPR161
LINC02149,AC080013.1
SDE2,GRIN2A
AP001554.1,ZNF177
AL512631.1,IRAK4
SYS1,AC025181.2
ZC3HAV1L,SERPINB9P1
AL445228.2,MAP3K21
AC116447.1,AC022916.1
RELA-DT,PDIA4
PRAME,OR3A3
Z82217.1,GOLPH3L
ZNF189,FAM160B2
HSD17B11,PRR29
LRRC10B,ZNF746
HPD,HCG9
AL160313.2,FBXO22
MAP3K21,LRRN1
AC024361.2,AC022031.2
SH2D6,LINC01868
AC119396.1,KIF5A
ERICH3-AS1,AC023283.1
CHL1-AS1,OR51I2
MCM2,OR2AJ1
PACSIN1,AC092943.2
IL27RA,KDM2A
MAPK1IP1L,PLA2G2C
ARGFX,FAM9B
AQP7,DDX20
REEP4,AL050350.1
EIF1AX-AS1,ZNF287
GAGE2E,LINC02679
AC078851.1,FTSJ1
AC007278.2,POMK
GDF1,MED13
AC244250.4,LINC01880
GFRA4,JMY
RBAKDN,AL391244.2
AL109924.1,AC027288.1
GNG8,GLB1L
GOLT1B,OTUD6B-AS1
AC048382.6,RBM26-AS1
DNAH1,IFI44
AL034376.2,AL137856.1
AL365436.2,IL5
AL161628.1,TMEM213
FGF9,CDH4
AC005606.2,AL135925.1
GNAS-AS1,NPAS2
THUMPD3-AS1,AC074031.1
AL121757.1,AL355001.2
CFAP58,NMBR
ARHGAP15,WASF1
RTL5,WDR13
AL589765.6,HILPDA
AL121820.2,DAG1
HEATR4,APOA1
MCHR2-AS1,MAL2
AP000779.1,AL109955.1
MIS18A,AL096865.1
AC100839.1,SRP9
AL353801.3,PTPRO
PTS,FPR2
SACM1L,LIN28B-AS1
LINC01123,AKR7A3
AC002070.1,RAB40A
ACTN4,ZNF638
AC117503.1,RGPD1
RAD21L1,KIF25
PIGT,DMTN
AC005070.3,PARD3-AS1
GALNT6,LINC00311
LIME1,MAML1
CYP8B1,SKIDA1
AC022893.2,LINC00653
HIRA,IQSEC2
NETO2,SLC7A4
TTYH1,HYPK
AGBL5-AS1,ANKRD31
ZNF79,AC008569.2
AL355001.2,AC090907.2
AC109460.1,MAP6
ETF1,FYTTD1
AC005632.5,ZNF415
AC016705.2,NUGGC
AC144831.1,TBC1D3
SLC6A4,DARS2
FZD3,AC108471.2
RINT1,AC023421.2
TMEM88,THAP4
WDR25,BOP1
FBXO28,ZBTB44-DT
RAP2A,SLC18B1
AC008737.3,LHX4
AC005899.7,ADNP
CCDC114,NLRP14
AC087857.1,AL109930.1
LINC02714,NUDT1
SNX10,AC022007.1
MARS,DCP1B
VWA7,AC011471.2
NPR3,LINC00654
ESYT3,AC139722.1
CBR3,AC019163.1
ABCG1,AL162497.1
HTR2C,ZNF583
AC089998.4,MEA1
SLC35G5,IQCM
KRTAP5-10,FAM193A
AC037198.2,SLAIN2
LINC02077,ECEL1
AP003306.1,PARD6G
ZNRF3-IT1,LINC01256
LECT2,PARS2
LINC02449,AC006296.2
NBPF20,LENG1
FASTKD5,ABCA10
AL353807.5,SBF1
ZSWIM4,AC069243.1
INTS6-AS1,AL445623.2
ADGRE5,KCNQ4
AC114271.1,ZNF574
LINC00346,FAM3D
FAT3,TMEM176A
AC090735.1,RUNDC3A-AS1
AC008127.1,AC012063.1
AL139424.1,HRCT1
EXOC5,AL022322.2
IGLC2,CITED1
SLC49A3,LARS2-AS1
LIN7C,ZDHHC18
LINC01098,RNF112
AL159174.1,AP002433.1
AP005203.1,MPZ
GRP,PZP
PCM1,AC103794.1
LIPA,SMOX
LINC00404,REEP2
AJ011931.1,EPHB2
C20orf144,DDR2
DIP2A,AC083795.2
GNS,MSH6
PTPN9,TAGAP
LYZL4,DPH5
AC015908.4,AL121757.2
KCTD12,PRPF3
CYP27A1,MN1
AC044802.2,AL021368.2
PVRIG,ETV7
AL162412.1,AL049775.2
AC022101.1,AC073912.1
TMEM181,SLC7A14
AL133346.1,MCMDC2
SSSCA1-AS1,GLDC
AC108066.2,DTX4
MRPL13,AMIGO2
ARPC3,SLC6A6
HDHD2,ANKRD36B
MED22,NHLRC1
AL096803.4,RNF103
AL031768.1,AC069213.1
DCDC1,AL021918.4
AC012676.1,PPIF
TTLL11-IT1,OVCH1-AS1
AC023632.2,PRPSAP1
NUP205,PLA2G4E
LZTS3,BEST1
LGALS8,AC025917.1
AC022613.3,SESN2
Z98745.1,AC005599.1
IL31RA,AP006623.1
AC097359.3,EFCAB10
AC104260.1,MYO1F
BX322562.1,HEATR5A
AC108721.2,DHRS13
MAGED4,AC006355.2
EEA1,CLCN2
C20orf96,PCBD1
LINC00934,ZNHIT6
SLC35A3,NOVA2
EDA2R,EBLN2
AL445209.1,NPHS1
KPNA4,AC024270.5
TRIOBP,AC009996.1
RARA-AS1,AL162595.1
FLRT1,GRIK1-AS1
CST7,AC123768.5
PTPRR,SLC25A21-AS1
ASB18,AC016722.2
GPR139,LMAN2L
DOCK9,MCU
AC068620.2,TUG1
CDK18,ETFBKMT
PNPT1,AC011297.1
AP001005.3,SLURP2
AC020558.1,ENTPD1
ANKRD10-IT1,LINC01118
CTSW,IL34
TTLL13P,MAP3K14
AC092118.1,AL121762.2
C2orf73,GPR132
KDM2B,GLS
AC010198.2,TYMP
AC092171.5,AC093909.2
LINC01422,KLF6
VCX3B,TUBGCP6
TXNDC17,RHOXF1
GRAP,PWWP2A
STX11,ZNF274
SLC35D2,CNPPD1
SLFNL1,AC016723.1
AC092295.2,MAP7D2
AL355816.2,AC246785.3
AC131009.3,TMEM155
CCDC26,GNRHR
AC011416.3,HCG27
AC011466.1,AC104521.1
ADAMTS19-AS1,PET117
AC010198.1,MAP3K4
AC127521.1,SNX11
AL031118.1,TP53RK
FARP1,AC027796.1
LRRC34,CPPED1
AP005059.1,GALR1
NLRC4,MYB
AC092159.2,SSBP4
R3HDM4,FAM120AOS
FLNB-AS1,TNPO2
FGFR1OP2,ADCY9
CFDP1,AC113386.1
AL359715.1,AC107027.3
HTR3E,LARGE1
AC005324.1,LSP1
DLGAP4-AS1,Z84468.1
GTPBP4,AC092845.1
TACC1,ARHGAP24
RASSF7,GAU1
AL451047.1,C12orf60
RFLNA,DNAL4
CACNG3,AC107021.1
SLC26A6,QSOX2
AC073130.1,SMIM38
SNHG27,KREMEN1
DGKA,MAGI1
USP12,MRPS31
LINC01242,KCTD15
FAM181A,AC091133.1
AC011467.1,GALNT18
AC005034.4,NEBL
CD2BP2-DT,AC055854.1
AC116651.1,AC018647.2
MXD3,DPM1
AL109920.1,TUT4
SOX8,AQP8
AC010624.1,TRUB2
LRRFIP2,AC106779.1
PRDM5,PTRHD1
AC018946.1,AC044849.1
AC063952.4,LIMCH1
VIPR1-AS1,AC007383.3
AC108879.1,GOLGA7
AC127070.2,PLEKHG2
AP003049.2,AC055839.2
B4GALNT1,TCTE3
LINC00467,APOL2
AC004466.1,AP000857.2
SGO2,SVIL
AC022165.1,UBTD1
MYH13,CRNKL1
ZNF214,ZNF12
AC027306.1,LINC02796
TMC1,SYNE4
Z93403.1,TBC1D2B
SETDB2,SYNCRIP
COG2,RAB30
AL157400.2,AC087501.1
CCL4L2,NAXD
CHD1L,SYVN1
AL391069.2,AC023886.1
GALNT4,AC093512.2
ANAPC4,AC007922.2
CIAO2A,AC076968.2
AC104506.1,RTL10
AC093627.22,BCL7A
PRR29,BNIP2
AC022809.1,LATS2
PPP4C,AC020892.2
ARPP19,LSM11
FKBP5,RAMP2
NOG,AL158840.1
ARSK,AL132657.1
MROH6,TRAF3IP3
ATP6V1C1,AL022323.1
NUDT4,AC087457.1
AC091132.2,CR381653.1
KCND1,SLC5A6
C11orf97,RBM10
RUSC2,AC099489.1
FAAP24,ANKRD37
TMEM39A,IGHMBP2
AL356310.1,ZNF668
AL121583.1,SYNRG
MTERF2,CREBBP
TGFB2,COLGALT1
SNRPF,SLC22A6
TNR-IT1,TCF20
DARS-AS1,AL161756.1
AC073140.1,AC023355.1
NTF3,OIP5
SLC52A3,SRBD1
PNPLA3,METTL9
UBA6,TMEM131L
LBX1-AS1,TMC4
PRR7,EIF2S3
AC093752.3,SPNS3
MARCH2,AC104532.2
ICK,LAMA5
SMTNL2,AC109347.1
LINC02067,AC009902.2
AC083880.1,ZCCHC12
SPATA8-AS1,SKAP1
ADRA1A,BTG3
GIHCG,RUNDC3A
AL138686.1,LRIG2-DT
AC005609.1,AL022311.1
MARS2,TSC22D1-AS1
PRIMA1,GRAMD1A
CCT6A,LGALS1
AL024497.1,AC004464.1
AC018553.3,ZNF830
SMIM6,AC107294.2
LGI4,UNK
AC079298.1,C1orf198
RPGRIP1L,PSG11
AC073263.1,GORAB-AS1
DLK1,LINC02610
PAQR4,SEMA4D
ZBTB20-AS2,COPB1
AC120049.1,AP001160.2
AC095350.1,IKZF4
SRD5A1,AC007292.1
AC087491.1,ADAM22
AP002498.1,AC016766.1
MAMSTR,PHF12
TRMT10A,MDK
AC006305.1,PGGT1B
AL133371.1,RP1L1
HSFX2,LINC02345
AP005131.2,TMIE
AC145350.4,OVOL2
AC068473.2,AP001007.1
CRIP1,AC005229.5
METTL9,AC092809.2
AC025917.1,AC099850.1
MAFK,PSME4
AC148477.1,PLCG1-AS1
TAGLN2,AC009065.2
YTHDF3,TCP1
GRK4,NTRK3-AS1
AC243830.1,UPF2
LHX5,IGFL2-AS1
OR14J1,IFT46
IQSEC3,AC009102.4
AC119674.1,HIF3A
AP000542.3,AC007220.2
AC127164.1,AF131216.3
SLC6A5,FANCD2
ATXN2-AS,AC126283.1
AC129507.1,MRLN
AC005538.3,AC078909.1
ANKRD37,TTBK2
S100G,AL121721.1
TRMT6,SWSAP1
ALDH2,CCDC85C
CEP63,ERN1
AP003469.1,PIK3CD-AS2
CXorf40A,ARHGEF7-AS2
HAGLR,HULC
RANBP2,ZNF620
USP42,B4GALT4-AS1
SLC30A4,ARRDC4
CACUL1,NIP7
AP005120.1,ITPKC
AC022168.1,CCDC85A
CXorf38,AC023983.2
FANCA,GSR
AL022311.1,MATN1-AS1
LINC02619,DLG1-AS1
AC099677.4,SLC35F1
AC015660.5,SAP30
AL356130.1,LINC01429
AC005746.3,AC005381.1
AL390038.1,AC034228.3
LINC01696,PLAC1
AC012060.1,AC092807.3
IFNA8,LINC01182
FAM160A1-DT,ATG3
AC008250.2,TAF8
LINC00029,LINC00972
LINC02431,AC007216.3
AC010255.2,P4HB
AL121902.1,BLOC1S1
AC093083.1,SWAP70
AC018761.3,CCDC183
KRTAP20-3,WEE2
FRGCA,AL355353.1
AC012038.2,AL354809.1
AC008991.1,AL442163.1
TRIM15,AC026124.1
LINC00524,PIK3IP1-AS1
AC147067.2,LYPD6B
AC007283.1,AL136295.7
AP006219.1,SMC6
TRGV9,TPGS1
MRGPRX1,ATRX
AC109495.1,PIK3CB
AL589166.1,AL118508.1
AP001595.1,AURKA
AC016868.1,ADCY10
AC008972.1,SVOPL
GPR141,DCAF10
AC025918.1,MAP3K8
AC136944.4,RNF40
AC007923.1,WDCP
AC007383.3,ZC3H12C
MYOD1,TBC1D17
UTP4,ARHGEF39
NPIPB3,ZFP69B
SSC4D,FPR3
AP002748.4,CCHCR1
PRMT5-AS1,ZNF780A
LINC02601,HNRNPK
DEPDC4,SOHLH1
HDAC2,INIP
SASS6,RAB11FIP5
KIF2A,AC110769.2
PLEKHA3,SLC46A1
MIAT,BTLA
AC016027.2,ETHE1
AC103691.1,AL355574.1
LINC01587,PES1
ARL6IP6,TACR3
AC018730.1,AC021851.1
AC007953.1,ZNF285
TDRD5,RNF152
AP002884.3,ZNF134
AC087311.2,EEF1AKMT4
AL391839.3,AC026471.2
NUTM2D,PLET1
AL031847.1,AC009835.1
ASL,B4GALT5
CPLX1,MGAT3
MPL,PSG6
AC007611.1,ATP6V1E2
THSD7B,SEC24C
TNIP3,AL353807.5
ITLN1,AL096869.2
AC116361.1,VTA1
FAM83F,DENND2A
IGFBP1,SPIN2A
MSH6,DCTD
DYNLT3,SLC41A3
SERTM2,CFB
FANCE,CMIP
LMBRD2,PRR14
ZNF507,GFM2
AC011466.3,TMEM158
AC096536.3,AP000787.1
AC022898.2,ORAI3
AC002463.1,AL354861.2
AL360012.1,EIF3C
GPATCH2L,EEF1AKMT1
PIP4P2,ATP2B2
AC027601.6,AP002498.1
TCEA1,AL353660.1
PLCH1,PDGFB
AC020765.2,SPHK1
AP006623.1,PRICKLE2-AS3
PIAS1,ZW10
RNU6ATAC35P,AL162388.2
SDR42E2,LINC00598
VAT1,ZNF227
LRP2BP,SOAT1
MINDY1,ZNF3
LINC00858,CNBD1
LINC00470,SMARCD1
AL596325.2,NOP10
AC090125.2,PIANP
CHRM3,SLC39A14
AC000403.1,AC105429.1
CST6,SRC
LINC02770,TMF1
AC092375.2,USP9X
LINC01776,AC107980.1
RBM34,CELSR2
LINC02151,AC093567.1
FBXO17,AL353811.1
SOS2,SLC35C1
AL606834.1,AC011442.1
AC011472.1,KLHL2
CDH1,AC116616.1
AF107885.2,LOR
NXF1,DUXB
AC009065.3,PTGES3L
GPR83,FBP1
AC091820.2,SYNDIG1
GATB,MAGEC3
PCYT1B,DIP2B
SSPO,ANKRD34A
SMIM11A,AC013402.1
SMIM4,AL592156.2
RASL11B,ZNF416
LINC01953,PGM2
EPB41L1,MESP1
AC091978.1,CYTH2
MACORIS,PPFIBP2
DPEP2,AC024075.2
AC013701.2,AKAP12
AL352979.4,RANBP6
MIR1915HG,EIF2AK3
AL353796.2,LINC01501
LINC02266,PUSL1
ZNF829,FECH
AC022973.5,AFTPH
OR2T8,AC092279.1
SPX,AP000282.1
RNF170,ARG2
EHD4,C8orf37
MMP26,KCNH4
AL356108.1,KLF11
FUT8-AS1,AL928654.1
PRSS27,AL132857.1
FAM214B,AL365181.4
IL18BP,AC113615.2
CATSPERE,PLK3
AC011840.1,AF117829.1
SLC6A2,CASC6
AL021707.9,PPP1R14B
NRBF2,PPP1R26-AS1
AC004943.3,DPP4
RSPO4,TRIM35
RAG2,CDC14A
GUCY2D,ALDH9A1
RGS9BP,TYK2
C5,AL353689.3
DMAC2L,Z99758.1
BHMT2,ZNRD2
BIRC6-AS1,AC007009.1
ADORA2B,TSSC4
DEPDC1-AS1,TGFB3
PLSCR3,STOX2
LINC01285,LINC02694
ASB5,FDX1
AC006478.1,AC006427.2
AP006333.2,SENP1
ENPP4,CHMP2A
MAP3K14-AS1,ZMPSTE24
AC022392.1,FGD3
NARS2,AL157392.1
ZNF385D-AS2,CEP112
SLC12A9-AS1,CBFB
AC011029.1,SLK
LYSMD3,C14orf119
PIF1,ZNF180
NXPE3,EIF4E1B
ASPRV1,NOB1
MAGI2-AS1,ROMO1
WDR36,AL137139.2
AC018521.2,AL157400.3
AL138966.2,APTR
KLHL4,PTPRE
DCTN1-AS1,BPGM
SYT15,GTF2A2
TENT5D,AC036214.1
AC010201.1,AC118553.1
AL035701.1,LINC01568
AC022596.1,SSRP1
PDCL2,ZNF571
OTOG,SPTBN4
AC008649.2,TMPRSS5
ZIC1,CLPX
NEUROD6,AC034111.1
AL121655.1,TSEN15
FBLN1,ATP23
NET1,ACSM3
ZNF461,TTC27
AC005597.1,BCDIN3D-AS1
